水体要素编号,多边形编号,环编号,点序号,名称,水体类型,OSM编号,经度,纬度,x_m,y_m
WS027,1,1,13,大陆水库,水库,488119411,109.2561793,22.9340197,2596.4869803354823,-8249.307945860903
WS027,1,1,14,大陆水库,水库,488119411,109.2564261,22.9339752,2621.7879558225054,-8254.236059557032
WS027,1,1,15,大陆水库,水库,488119411,109.2566997,22.9339653,2649.836363007534,-8255.332426424056
WS027,1,1,16,大陆水库,水库,488119411,109.2568552,22.9338912,2665.777617822676,-8263.53856630872
WS027,1,1,17,大陆水库,水库,488119411,109.2570591,22.9338319,2686.6806522711395,-8270.105693099116
WS027,1,1,18,大陆水库,水库,488119411,109.2573112,22.9338418,2712.524963131058,-8269.009326232092
WS027,1,1,19,大陆水库,水库,488119411,109.2573971,22.9339653,2721.3310968198384,-8255.332426424056
WS027,1,1,20,大陆水库,水库,488119411,109.2578638,22.9339703,2769.175364484216,-8254.778705784276
WS027,1,1,21,大陆水库,水库,488119411,109.2579496,22.9341876,2777.971246562792,-8230.714006769667
WS027,1,1,22,大陆水库,水库,488119411,109.2582446,22.9343359,2808.2134984612703,-8214.29065258741
WS027,1,1,23,大陆水库,水库,488119411,109.2582822,22.9345038,2812.068104126934,-8195.696713496174
WS027,1,1,24,大陆水库,水库,488119411,109.2581803,22.934736,2801.621712709262,-8169.981926974762
WS027,1,1,25,大陆水库,水库,488119411,109.2584914,22.9347064,2833.514473948293,-8173.259953163692
WS027,1,1,26,大陆水库,水库,488119411,109.2588615,22.9349732,2871.4556855678943,-8143.713419813177
WS027,1,1,27,大陆水库,水库,488119411,109.2591512,22.9350127,2901.1546020949336,-8139.339026757222
WS027,1,1,28,大陆水库,水库,488119411,109.2595321,22.9349979,2940.202987682192,-8140.978039851884
WS027,1,1,29,大陆水库,水库,488119411,109.2599398,22.9348101,2981.998804967457,-8161.775787090098
WS027,1,1,30,大陆水库,水库,488119411,109.2601597,22.9346323,3004.542097146269,-8181.466093048357
WS027,1,1,31,大陆水库,水库,488119411,109.2603743,22.9344396,3026.542053950728,-8202.806486513815
WS027,1,1,32,大陆水库,水库,488119411,109.2605352,22.9343803,3043.0368957504274,-8209.373613304211
WS027,1,1,33,大陆水库,水库,488119411,109.2606908,22.9341975,3058.988402175774,-8229.617639902644
WS027,1,1,34,大陆水库,水库,488119411,109.2608303,22.9342321,3073.28939925911,-8225.785893073933
WS027,1,1,35,大陆水库,水库,488119411,109.2608625,22.9343309,3076.5904179416734,-8214.844373227583
WS027,1,1,36,大陆水库,水库,488119411,109.2606962,22.934652,3059.541989158874,-8179.284433726844
WS027,1,1,37,大陆水库,水库,488119411,109.2607498,22.9347755,3065.0368525548865,-8165.607533918807
WS027,1,1,38,大陆水库,水库,488119411,109.2606318,22.9351115,3052.939951795204,-8128.397506910872
WS027,1,1,39,大陆水库,水库,488119411,109.2607605,22.9353486,3066.1337749123395,-8102.140074162216
WS027,1,1,40,大陆水库,水库,488119411,109.2607766,22.935487,3067.784284252893,-8086.8130868473745
WS027,1,1,41,大陆水库,水库,488119411,109.2606372,22.9356747,3053.4935387797614,-8066.026414021697
WS027,1,1,42,大陆水库,水库,488119411,109.2605942,22.9359415,3049.08534612954,-8036.479880671575
WS027,1,1,43,大陆水库,水库,488119411,109.2605406,22.9361588,3043.5904827335276,-8012.415181656967
WS027,1,1,44,大陆水库,水库,488119411,109.2605889,22.9362725,3048.5420107566442,-7999.823574303419
WS027,1,1,45,大陆水库,水库,488119411,109.2606157,22.936396,3051.2894424546507,-7986.146674495776
WS027,1,1,46,大陆水库,水库,488119411,109.2604387,22.936559,3033.1440913143983,-7968.095381631784
WS027,1,1,47,大陆水库,水库,488119411,109.2603421,22.9369789,3023.2410352696215,-7921.5939222846955
WS027,1,1,48,大陆水库,水库,488119411,109.2605299,22.9369443,3042.4935603760746,-7925.425669113406
WS027,1,1,49,大陆水库,水库,488119411,109.2610127,22.9363762,3091.9883373824628,-7988.339408229825
WS027,1,1,50,大陆水库,水库,488119411,109.2612165,22.9363416,3112.881120220721,-7992.171155058928
WS027,1,1,51,大陆水库,水库,488119411,109.2615008,22.93648,3142.0264497617463,-7976.844167743693
WS027,1,1,52,大陆水库,水库,488119411,109.2617315,22.9367368,3165.676915908216,-7948.405075673525
WS027,1,1,53,大陆水库,水库,488119411,109.2616832,22.9364602,3160.7253878850993,-7979.036901478135
WS027,1,1,54,大陆水库,水库,488119411,109.2614526,22.9362132,3137.085173350291,-8006.390701093816
WS027,1,1,55,大陆水库,水库,488119411,109.261297,22.9357933,3121.133666924945,-8052.892160440904
WS027,1,1,56,大陆水库,水库,488119411,109.2612809,22.9353585,3119.4831575843914,-8101.043707295192
WS027,1,1,57,大陆水库,水库,488119411,109.2613506,22.9346718,3126.628530320957,-8177.091699992403
WS027,1,1,58,大陆水库,水库,488119411,109.2612326,22.9345088,3114.5316295612747,-8195.142992856394
WS027,1,1,59,大陆水库,水库,488119411,109.2613023,22.9342963,3121.6770022978403,-8218.676120056292
WS027,1,1,60,大陆水库,水库,488119411,109.2615277,22.9341333,3144.784133071414,-8236.727412920283
WS027,1,1,61,大陆水库,水库,488119411,109.2618656,22.9336689,3179.4243260084518,-8288.156985963107
WS027,1,1,62,大陆水库,水库,488119411,109.2619828,22.9336248,3191.4392138821268,-8293.040802007912
WS027,1,1,63,大陆水库,水库,488119411,109.2621285,22.9335701,3206.3758108374846,-8299.09850580946
WS027,1,1,64,大陆水库,水库,488119411,109.2622363,22.9334616,3217.4270472936514,-8311.114243697368
WS027,1,1,65,大陆水库,水库,488119411,109.2619051,22.9321627,3183.4737122811152,-8454.959791556195
WS027,1,1,66,大陆水库,水库,488119411,109.261356,22.9322658,3127.1821173055146,-8443.54207195939
WS027,1,1,67,大陆水库,水库,488119411,109.2605943,22.9326215,3049.095597739745,-8404.15038562994
WS027,1,1,68,大陆水库,水库,488119411,109.2600953,22.9325573,2997.940059782599,-8411.260158647581
WS027,1,1,69,大陆水库,水库,488119411,109.2601329,22.9329278,3001.7946654482625,-8370.22945922347
WS027,1,1,70,大陆水库,水库,488119411,109.2594034,22.9330167,2927.0091645650564,-8360.384306244538
WS027,1,1,71,大陆水库,水库,488119411,109.2588401,22.9334169,2869.2618408544454,-8316.064506218961
WS027,1,1,72,大陆水库,水库,488119411,109.2584163,22.9329772,2825.8155142271703,-8364.758699300492
WS027,1,1,73,大陆水库,水库,488119411,109.2580301,22.9328191,2786.2237932670155,-8382.26734593724
WS027,1,1,74,大陆水库,水库,488119411,109.2574721,22.9325128,2729.0198049293,-8416.188272343315
WS027,1,1,75,大陆水库,水库,488119411,109.2570537,22.9324535,2686.127065286582,-8422.755399133712
WS027,1,1,76,大陆水库,水库,488119411,109.2562384,22.9326709,2602.5456823262566,-8398.679625706569
WS027,1,1,77,大陆水库,水库,488119411,109.2558843,22.9325918,2566.244728437004,-8407.439486231407
WS027,1,1,78,大陆水库,水库,488119411,109.2557502,22.9323202,2552.497318335312,-8437.517591396238
WS027,1,1,79,大陆水库,水库,488119411,109.2549616,22.9323053,2471.653115462788,-8439.167678903435
WS027,1,1,80,大陆水库,水库,488119411,109.2535669,22.9326017,2328.673899449841,-8406.343119364383
WS027,1,1,81,大陆水库,水库,488119411,109.2533898,22.9327006,2310.5182966993843,-8395.390525105102
WS027,1,1,82,大陆水库,水库,488119411,109.2527085,22.9327154,2240.67407222909,-8393.751512010835
WS027,1,1,83,大陆水库,水库,488119411,109.2524779,22.9327796,2217.0338576942822,-8386.641738993194
WS027,1,1,84,大陆水库,水库,488119411,109.2523599,22.9329575,2204.9369569345995,-8366.940358622005
WS027,1,1,85,大陆水库,水库,488119411,109.2521989,22.9331946,2188.431863524696,-8340.682925873349
WS027,1,1,86,大陆水库,水库,488119411,109.2521936,22.9337331,2187.8885281518,-8281.047212945467
WS027,1,1,87,大陆水库,水库,488119411,109.2522579,22.9339258,2194.4803139052656,-8259.70681948001
WS027,1,1,88,大陆水库,水库,488119411,109.2521399,22.934074,2182.383413145583,-8243.294539710681
WS027,1,1,89,大陆水库,水库,488119411,109.2516893,22.9344791,2136.1896548203017,-8198.432093457859
WS027,1,1,90,大陆水库,水库,488119411,109.2514962,22.9348892,2116.393794340953,-8153.015926565259
WS027,1,1,91,大陆水库,水库,488119411,109.2515284,22.9352795,2119.6948130220594,-8109.792493407101
WS027,1,1,92,大陆水库,水库,488119411,109.2513943,22.9355215,2105.9474029218236,-8082.9924144312
WS027,1,1,93,大陆水库,水库,488119411,109.2512762,22.935818,2093.840250551936,-8050.1567804792185
WS027,1,1,94,大陆水库,水库,488119411,109.2510563,22.9361984,2071.2969583731247,-8008.029714188478
WS027,1,1,95,大陆水库,水库,488119411,109.2509383,22.9366627,2059.200057613442,-7956.6112155581895
WS027,1,1,96,大陆水库,水库,488119411,109.251067,22.936806,2072.3938807305776,-7940.741582015711
WS027,1,1,97,大陆水库,水库,488119411,109.2509758,22.9369048,2063.044411668901,-7929.80006216936
WS027,1,1,98,大陆水库,水库,488119411,109.2507613,22.9369098,2041.0547064731895,-7929.246341529581
WS027,1,1,99,大陆水库,水库,488119411,109.250316,22.9368307,1995.4042835222608,-7938.006202054025
WS027,1,1,100,大陆水库,水库,488119411,109.2501122,22.9368208,1974.511500685459,-7939.102568921443
WS027,1,1,101,大陆水库,水库,488119411,109.2506647,22.9370629,2031.1516504284127,-7912.291415532613
WS027,1,1,102,大陆水库,水库,488119411,109.2510885,22.937058,2074.5979770542313,-7912.834061759857
WS027,1,1,103,大陆水库,水库,488119411,109.2512333,22.9369196,2089.44230951192,-7928.161049075092
WS027,1,1,104,大陆水库,水库,488119411,109.251228,22.9367665,2088.898974139024,-7945.115975071665
WS027,1,1,105,大陆水库,水库,488119411,109.2512494,22.9364849,2091.09281885393,-7976.30152151645
WS027,1,1,106,大陆水库,水库,488119411,109.2514586,22.9361391,2112.539188675289,-8014.596840978874
WS027,1,1,107,大陆水库,水库,488119411,109.2520219,22.9361391,2170.2865123859006,-8014.596840978874
WS027,1,1,108,大陆水库,水库,488119411,109.2525798,22.9357241,2227.4802491134114,-8060.555654098325
WS027,1,1,109,大陆水库,水库,488119411,109.2527354,22.9355018,2243.431755538758,-8085.1740737527125
WS027,1,1,110,大陆水库,水库,488119411,109.2527568,22.9352844,2245.625600252207,-8109.249847179856
WS027,1,1,111,大陆水库,水库,488119411,109.2528266,22.935067,2252.781224600434,-8133.325620606999
WS027,1,1,112,大陆水库,水库,488119411,109.2528319,22.9349238,2253.32455997333,-8149.184179736549
WS028,1,1,1,未记录,一般水体,488119492,109.3547667,22.8650714,12703.28353923385,-15884.927306412326
WS028,1,1,2,未记录,一般水体,488119492,109.3541659,22.8649528,12641.69186146778,-15898.061559993119
WS028,1,1,3,未记录,一般水体,488119492,109.3532861,22.8649528,12551.498189533579,-15898.061559993119
WS028,1,1,4,未记录,一般水体,488119492,109.3525565,22.865368,12476.702437040169,-15852.080598047809
WS028,1,1,5,未记录,一般水体,488119492,109.3521274,22.8654075,12432.712775039998,-15847.706204991853
WS028,1,1,6,未记录,一般水体,488119492,109.3517197,22.8653284,12390.916957754733,-15856.466065516692
WS028,1,1,7,未记录,一般水体,488119492,109.3504752,22.864755,12263.335661184032,-15919.966748511679
WS028,1,1,8,未记录,一般水体,488119492,109.3501104,22.8649725,12225.937784937327,-15895.879900671605
WS028,1,1,9,未记录,一般水体,488119492,109.3496812,22.8650912,12181.93787132695,-15882.734572678277
WS028,1,1,10,未记录,一般水体,488119492,109.3492091,22.8651702,12133.54001667656,-15873.985786565974
WS028,1,1,11,未记录,一般水体,488119492,109.348265,22.8651505,12036.754558988894,-15876.16744588788
WS028,1,1,12,未记录,一般水体,488119492,109.3478359,22.8649923,11992.76489699018,-15893.687166937163
WS028,1,1,13,未记录,一般水体,488119492,109.3459476,22.8638258,11799.183730003188,-16022.870192248649
WS028,1,1,14,未记录,一般水体,488119492,109.3443597,22.8620463,11636.39840189923,-16219.939368024006
WS028,1,1,15,未记录,一般水体,488119492,109.34330633839429,22.8615453,11528.411869625359,-16275.422176151767
WS028,1,1,16,未记录,一般水体,488119492,109.34148157028008,22.8615453,11341.34374431292,-16275.422176151767
WS028,1,1,17,未记录,一般水体,488119492,109.341935,22.8622243,11387.827594511295,-16200.226913239887
WS028,1,1,18,未记录,一般水体,488119492,109.3425358,22.8629163,11449.419272275907,-16123.591976664502
WS028,1,1,19,未记录,一般水体,488119492,109.342965,22.8636478,11493.41918588774,-16042.582647032768
WS028,1,1,20,未记录,一般水体,488119492,109.3431581,22.864498,11513.21504636709,-15948.427989407312
WS028,1,1,21,未记录,一般水体,488119492,109.3431366,22.864933,11511.010950041979,-15900.25429372756
WS028,1,1,22,未记录,一般水体,488119492,109.3425358,22.8655855,11449.419272275907,-15827.993750207736
WS028,1,1,23,未记录,一般水体,488119492,109.3421067,22.8657832,11405.429610277193,-15806.099636102497
WS028,1,1,24,未记录,一般水体,488119492,109.3397892,22.8658227,11167.848529679826,-15801.725243046543
WS028,1,1,25,未记录,一般水体,488119492,109.3393601,22.8659216,11123.858867679655,-15790.772648787264
WS028,1,1,26,未记录,一般水体,488119492,109.3388665,22.8662379,11073.25691670561,-15755.74428110084
WS028,1,1,27,未记录,一般水体,488119492,109.338888,22.8666531,11075.46101303072,-15709.763319155529
WS028,1,1,28,未记录,一般水体,488119492,109.3395961,22.8673056,11148.05266919902,-15637.502775635705
WS028,1,1,29,未记录,一般水体,488119492,109.34039,22.8677208,11229.440207445896,-15591.521813690395
WS028,1,1,30,未记录,一般水体,488119492,109.3402828,22.8681557,11218.450480653872,-15543.359192423572
WS028,1,1,31,未记录,一般水体,488119492,109.3403042,22.8685709,11220.644325368778,-15497.378230477869
WS028,1,1,32,未记录,一般水体,488119492,109.3407977,22.8686895,11271.23602473116,-15484.24397689747
WS028,1,1,33,未记录,一般水体,488119492,109.3416131,22.8681557,11354.827659303148,-15543.359192423572
WS028,1,1,34,未记录,一般水体,488119492,109.3421067,22.867958,11405.429610277193,-15565.25330652881
WS028,1,1,35,未记录,一般水体,488119492,109.3440808,22.867701,11607.806659341306,-15593.714547424837
WS028,1,1,36,未记录,一般水体,488119492,109.3451107,22.8677208,11713.387999107546,-15591.521813690395
WS028,1,1,37,未记录,一般水体,488119492,109.346012,22.8678592,11805.785767366857,-15576.19482637516
WS028,1,1,38,未记录,一般水体,488119492,109.3474067,22.8683732,11948.764983378347,-15519.272344583498
WS028,1,1,39,未记录,一般水体,488119492,109.3478573,22.8685709,11994.95874170363,-15497.378230477869
WS028,1,1,40,未记录,一般水体,488119492,109.3481792,22.8688675,12027.958676911774,-15464.531522113351
WS028,1,1,41,未记录,一般水体,488119492,109.3481363,22.8692629,12023.560735871757,-15420.743293902482
WS028,1,1,42,未记录,一般水体,488119492,109.3479646,22.8696385,12005.958720105858,-15379.147799425662
WS028,1,1,43,未记录,一般水体,488119492,109.3479646,22.8700735,12005.958720105858,-15330.97410374591
WS028,1,1,44,未记录,一般水体,488119492,109.3481577,22.8705085,12025.754580586663,-15282.800408066158
WS028,1,1,45,未记录,一般水体,488119492,109.3488015,22.8703108,12091.754451001498,-15304.694522171789
WS028,1,1,46,未记录,一般水体,488119492,109.3491877,22.8699944,12131.34617196311,-15339.733964270748
WS028,1,1,47,未记录,一般水体,488119492,109.349531,22.8695792,12166.539951884704,-15385.714926216058
WS028,1,1,48,未记录,一般水体,488119492,109.3498529,22.8687686,12199.539887092851,-15475.48411637263
WS028,1,1,49,未记录,一般水体,488119492,109.3501533,22.8684127,12230.335725975885,-15514.897951527544
WS028,1,1,50,未记录,一般水体,488119492,109.350561,22.868215,12272.13154326115,-15536.792065633175
WS028,1,1,51,未记录,一般水体,488119492,109.3512905,22.8680964,12346.917044144357,-15549.926319213968
WS028,1,1,52,未记录,一般水体,488119492,109.3518484,22.8680964,12404.110780870411,-15549.926319213968
WS028,1,1,53,未记录,一般水体,488119492,109.3522776,22.8683139,12448.110694480787,-15525.839471373896
WS028,1,1,54,未记录,一般水体,488119492,109.3524278,22.8687093,12463.508613923033,-15482.051243163027
WS028,1,1,55,未记录,一般水体,488119492,109.3529857,22.8689466,12520.702350650543,-15455.771661588513
WS028,1,1,56,未记录,一般水体,488119492,109.3547667,22.8650714,12703.28353923385,-15884.927306412326
WS029,1,1,1,未记录,水库,488313188,109.3993128,22.8950814,17269.9763437139,-12561.496025146063
WS029,1,1,2,未记录,水库,488313188,109.4019306,22.8958919,17538.34301158264,-12471.73790940242
WS029,1,1,3,未记录,水库,488313188,109.402274,22.8961291,17573.547043115897,-12445.469402240835
WS029,1,1,4,未记录,水库,488313188,109.4024456,22.8973546,17591.138807270137,-12309.752473377348
WS029,1,1,5,未记录,水库,488313188,109.4026173,22.8977104,17608.740823037493,-12270.34971263497
WS029,1,1,6,未记录,水库,488313188,109.4030464,22.8977895,17652.73048503621,-12261.589852110525
WS029,1,1,7,未记录,水库,488313188,109.403497,22.8977302,17698.92424336149,-12268.156978900528
WS029,1,1,8,未记录,水库,488313188,109.4038833,22.8975721,17738.526215933303,-12285.665625537275
WS029,1,1,9,未记录,水库,488313188,109.404291,22.8977104,17780.32203321857,-12270.34971263497
WS029,1,1,10,未记录,水库,488313188,109.4044841,22.898086,17800.117893699375,-12228.754218158543
WS029,1,1,11,未记录,水库,488313188,109.4051064,22.8986395,17863.9136677891,-12167.457343310534
WS029,1,1,12,未记录,水库,488313188,109.4065226,22.8986197,18009.096980127157,-12169.650077044977
WS029,1,1,13,未记录,水库,488313188,109.4066728,22.8982639,18024.494899567948,-12209.052837787354
WS029,1,1,14,未记录,水库,488313188,109.4066513,22.8977895,18022.290803242835,-12261.589852110525
WS029,1,1,15,未记录,水库,488313188,109.4059861,22.8960302,17954.09708811455,-12456.421996500116
WS029,1,1,16,未记录,水库,488313188,109.4059647,22.8947651,17951.903243399647,-12596.524392832092
WS029,1,1,17,未记录,水库,488313188,109.405793,22.89435,17934.301227633747,-12642.494280364866
WS029,1,1,18,未记录,水库,488313188,109.4054497,22.894014,17899.10744771215,-12679.704307372804
WS029,1,1,19,未记录,水库,488313188,109.4049776,22.8938558,17850.709593061758,-12697.224028422086
WS029,1,1,20,未记录,水库,488313188,109.4039476,22.8938361,17745.118001685314,-12699.4056877436
WS029,1,1,21,未记录,水库,488313188,109.4032395,22.8944489,17672.526345517013,-12631.541686105587
WS029,1,1,22,未记录,水库,488313188,109.4027889,22.8945872,17626.33258719319,-12616.225773203281
WS029,1,1,23,未记录,水库,488313188,109.4004286,22.8943896,17384.363817167465,-12638.108812895984
WS029,1,1,24,未记录,水库,488313188,109.399978,22.8944291,17338.17005884364,-12633.73441984003
WS029,1,1,25,未记录,水库,488313188,109.3995703,22.8946268,17296.374241556918,-12611.840305734398
WS029,1,1,26,未记录,水库,488313188,109.3993128,22.8950814,17269.9763437139,-12561.496025146063
WS030,1,1,1,未记录,水库,488313196,109.3454486,22.941761,11748.028192044585,-7392.004427778046
WS030,1,1,2,未记录,水库,488313196,109.3452287,22.9411485,11725.48489986723,-7459.835206177663
WS030,1,1,3,未记录,水库,488313196,109.3445313,22.9404964,11653.990166054926,-7532.051452046164
WS030,1,1,4,未记录,水库,488313196,109.3446171,22.9403778,11662.786048132044,-7545.185705626957
WS030,1,1,5,未记录,水库,488313196,109.3454486,22.9409261,11748.028192044585,-7484.46470024498
WS030,1,1,6,未记录,水库,488313196,109.3456954,22.9411682,11773.329167531607,-7457.653546856151
WS030,1,1,7,未记录,水库,488313196,109.3461084,22.9409904,11815.668320191224,-7477.343852814411
WS030,1,1,8,未记录,水库,488313196,109.3460226,22.9408175,11806.872438112649,-7496.491512545426
WS030,1,1,9,未记录,水库,488313196,109.3456739,22.9405606,11771.125071206496,-7524.941679028524
WS030,1,1,10,未记录,水库,488313196,109.3455666,22.940358,11760.125092804266,-7547.378439361399
WS030,1,1,11,未记录,水库,488313196,109.3449819,22.9400023,11700.183924378749,-7586.770125690848
WS030,1,1,12,未记录,水库,488313196,109.3448693,22.9396911,11688.640610603625,-7621.233698324168
WS030,1,1,13,未记录,水库,488313196,109.3444669,22.9395034,11647.388128691255,-7642.020371149845
WS030,1,1,14,未记录,水库,488313196,109.3443006,22.9392712,11630.339699908456,-7667.735157671257
WS030,1,1,15,未记录,水库,488313196,109.3439895,22.9391674,11598.446938669424,-7679.230398157782
WS030,1,1,16,未记录,水库,488313196,109.3435603,22.9391921,11554.447025057592,-7676.495018196095
WS030,1,1,17,未记录,水库,488313196,109.3433618,22.9391773,11534.097577593686,-7678.134031290364
WS030,1,1,18,未记录,水库,488313196,109.3431312,22.9389007,11510.457363058878,-7708.765857094974
WS030,1,1,19,未记录,水库,488313196,109.3426055,22.9386487,11456.56464501393,-7736.673377350828
WS030,1,1,20,未记录,水库,488313196,109.3422192,22.938461,11416.962672442114,-7757.460050176505
WS030,1,1,21,未记录,水库,488313196,109.3421495,22.9382436,11409.817299705548,-7781.535823603648
WS030,1,1,22,未记录,水库,488313196,109.3420315,22.9380263,11397.720398945867,-7805.600522617862
WS030,1,1,23,未记录,水库,488313196,109.3418759,22.9377743,11381.76889252052,-7833.5080428737165
WS030,1,1,24,未记录,水库,488313196,109.3420315,22.9375965,11397.720398945867,-7853.198348831976
WS030,1,1,25,未记录,水库,488313196,109.3428308,22.9373692,11479.661524175843,-7878.370489126537
WS030,1,1,26,未记录,水库,488313196,109.3431044,22.9374285,11507.709931360872,-7871.803362336141
WS030,1,1,27,未记录,水库,488313196,109.3432277,22.937468,11520.35016749345,-7867.428969280186
WS030,1,1,28,未记录,水库,488313196,109.3433082,22.9373445,11528.602714197674,-7881.105869088223
WS030,1,1,29,未记录,水库,488313196,109.3434906,22.9372556,11547.301652321026,-7890.9510220671555
WS030,1,1,30,未记录,水库,488313196,109.3437427,22.9373247,11573.145963182402,-7883.298602822271
WS030,1,1,31,未记录,水库,488313196,109.344247,22.9377891,11624.844836512442,-7831.869029779447
WS030,1,1,32,未记录,水库,488313196,109.3442362,22.9380608,11623.737662544785,-7801.779850202081
WS030,1,1,33,未记录,水库,488313196,109.3443221,22.9381102,11632.543796233565,-7796.309090278709
WS030,1,1,34,未记录,水库,488313196,109.3444669,22.9380411,11647.388128691255,-7803.961509523594
WS030,1,1,35,未记录,水库,488313196,109.3445688,22.9378781,11657.834520110384,-7822.012802387585
WS030,1,1,36,未记录,水库,488313196,109.3444723,22.9375965,11647.941715675812,-7853.198348831976
WS030,1,1,37,未记录,水库,488313196,109.3442148,22.9372753,11621.543817831336,-7888.769362745644
WS030,1,1,38,未记录,水库,488313196,109.3442309,22.9370901,11623.19432717189,-7909.279175251234
WS030,1,1,39,未记录,水库,488313196,109.3449176,22.9370456,11693.592138626742,-7914.207288946968
WS030,1,1,40,未记录,水库,488313196,109.3452233,22.9371321,11724.931312882673,-7904.627921875192
WS030,1,1,41,未记录,水库,488313196,109.3455988,22.9376557,11763.42611148683,-7846.642296454509
WS030,1,1,42,未记录,水库,488313196,109.3459099,22.9378089,11795.318872725862,-7829.676296045006
WS030,1,1,43,未记录,水库,488313196,109.3461031,22.9377496,11815.124984816872,-7836.243422835402
WS030,1,1,44,未记录,水库,488313196,109.3460172,22.9375866,11806.318851129548,-7854.294715699393
WS030,1,1,45,未记录,水库,488313196,109.3458348,22.9375668,11787.619913006196,-7856.4874494338355
WS030,1,1,46,未记录,水库,488313196,109.3452341,22.9369171,11726.03848685033,-7928.437909395178
WS030,1,1,47,未记录,水库,488313196,109.3448371,22.9364824,11685.339591922517,-7976.578381836536
WS030,1,1,48,未记录,水库,488313196,109.3449551,22.9361416,11697.4364926822,-8014.319980658787
WS030,1,1,49,未记录,水库,488313196,109.3456846,22.9358871,11772.22199356395,-8042.504361234727
WS030,1,1,50,未记录,水库,488313196,109.3457276,22.9357389,11776.63018621417,-8058.916641004057
WS030,1,1,51,未记录,水库,488313196,109.3458778,22.935613,11792.02810565496,-8072.859326719251
WS030,1,1,52,未记录,水库,488313196,109.3463284,22.9356055,11838.221863980241,-8073.689907679118
WS030,1,1,53,未记录,水库,488313196,109.3465859,22.9355512,11864.61976182326,-8079.703313829734
WS030,1,1,54,未记录,水库,488313196,109.3471706,22.9354919,11924.560930248777,-8086.27044062013
WS030,1,1,55,未记录,水库,488313196,109.3472671,22.9351658,11934.45373468335,-8122.384100760649
WS030,1,1,56,未记录,水库,488313196,109.3471491,22.9349583,11922.356833923666,-8145.363507320374
WS030,1,1,57,未记录,水库,488313196,109.346484,22.9350942,11854.173370405588,-8130.313380325227
WS030,1,1,58,未记录,水库,488313196,109.3460065,22.9349016,11805.221928772095,-8151.642699378148
WS030,1,1,59,未记录,水库,488313196,109.3459636,22.9346076,11800.823987733536,-8184.201473010043
WS030,1,1,60,未记录,水库,488313196,109.3462318,22.9341728,11828.318807934007,-8232.35301986433
WS030,1,1,61,未记录,水库,488313196,109.346264,22.9339258,11831.61982661657,-8259.70681948001
WS030,1,1,62,未记录,水库,488313196,109.3464035,22.9336665,11845.920823699907,-8288.422771870266
WS030,1,1,63,未记录,水库,488313196,109.3457276,22.9343853,11776.63018621417,-8208.81989266443
WS030,1,1,64,未记录,水库,488313196,109.3452341,22.9344767,11726.03848685033,-8198.697879365018
WS030,1,1,65,未记录,水库,488313196,109.3449873,22.9347385,11700.737511363306,-8169.705066654676
WS030,1,1,66,未记录,水库,488313196,109.3446976,22.9347904,11671.038594837724,-8163.957446411609
WS030,1,1,67,未记录,水库,488313196,109.3446225,22.9350028,11663.339635116601,-8140.43539362464
WS030,1,1,68,未记录,水库,488313196,109.3441826,22.9352202,11618.242799148773,-8116.359620197497
WS030,1,1,69,未记录,水库,488313196,109.3437266,22.9352152,11571.49545384039,-8116.91334083767
WS030,1,1,70,未记录,水库,488313196,109.3434585,22.9353116,11544.010885250123,-8106.237606898477
WS030,1,1,71,未记录,水库,488313196,109.3433512,22.9352967,11533.010906847894,-8107.887694405675
WS030,1,1,72,未记录,水库,488313196,109.3435872,22.9347508,11557.20470836726,-8168.342913880494
WS030,1,1,73,未记录,水库,488313196,109.3436569,22.9344125,11564.350081103825,-8205.807652382658
WS030,1,1,74,未记录,水库,488313196,109.3432814,22.9339728,11525.855282499668,-8254.501845464189
WS030,1,1,75,未记录,水库,488313196,109.3429595,22.9337752,11492.855347292978,-8276.384885156891
WS030,1,1,76,未记录,水库,488313196,109.3422353,22.9345137,11418.613181782668,-8194.60034662915
WS030,1,1,77,未记录,水库,488313196,109.3420418,22.9348495,11398.776314859586,-8157.412468447073
WS030,1,1,78,未记录,水库,488313196,109.341935,22.9350349,11387.827594511295,-8136.880507115623
WS030,1,1,79,未记录,水库,488313196,109.3416238,22.9354005,11355.924581659145,-8096.39245391915
WS030,1,1,80,未记录,水库,488313196,109.3407762,22.9359835,11269.031928406052,-8031.828627295534
WS030,1,1,81,未记录,水库,488313196,109.340356,22.936217,11225.954659769452,-8005.969873407614
WS030,1,1,82,未记录,水库,488313196,109.3400306,22.9366306,11192.595918183748,-7960.166102066813
WS030,1,1,83,未记录,水库,488313196,109.3386519,22.9376286,11051.25695990115,-7849.643462323352
WS030,1,1,84,未记录,水库,488313196,109.3385446,22.9381275,11040.25698149892,-7794.393216864354
WS030,1,1,85,未记录,水库,488313196,109.338786,22.9382683,11065.004370001387,-7778.800443641962
WS030,1,1,86,未记录,水库,488313196,109.3387645,22.9384017,11062.800273676276,-7764.027176966902
WS030,1,1,87,未记录,水库,488313196,109.3384588,22.9386981,11031.461099420345,-7731.202617427849
WS030,1,1,88,未记录,水库,488313196,109.3388718,22.9386117,11073.800252079962,-7740.770910087089
WS030,1,1,89,未记录,水库,488313196,109.3392205,22.9387426,11109.547618984658,-7726.274503731721
WS030,1,1,90,未记录,水库,488313196,109.340036,22.9392292,11193.149505166848,-7672.386411047298
