道路要素编号,点序号,名称,道路类型,OSM编号,经度,纬度,x_m,y_m
RD0349,2,未记录,居住区道路,808116293,109.1227377,23.1950521,-11083.426514633189,20658.49757176964
RD0349,3,未记录,居住区道路,808116293,109.12417,23.1935028,-10936.592692954579,20486.92169425986
RD0350,1,未记录,居住区道路,808116294,109.1284093,23.1990351,-10501.996155749166,21099.591433591646
RD0350,2,未记录,居住区道路,808116294,109.1300453,23.1989155,-10334.27980284396,21086.346435882737
RD0351,1,未记录,居住区道路,808116295,109.1221845,23.2009142,-11140.138425651945,21307.690724515607
RD0351,2,未记录,居住区道路,808116295,109.1223322,23.2003027,-11124.99679648084,21239.970690244103
RD0351,3,未记录,居住区道路,808116295,109.1225392,23.1994451,-11103.775962097094,21144.996526071314
RD0352,1,未记录,居住区道路,808116296,109.1213491,23.2000724,-11225.780382385776,21214.466317565595
RD0352,2,未记录,居住区道路,808116296,109.1223322,23.2003027,-11124.99679648084,21239.970690244103
RD0352,3,未记录,居住区道路,808116296,109.125204,23.2009599,-10830.591037146638,21312.751731165314
RD0352,4,未记录,居住区道路,808116296,109.1279119,23.2015147,-10552.987667934298,21374.192573379438
RD0353,1,运河路,次要道路,808116297,109.1204418,23.1941978,-11318.793247295242,20563.88886321959
RD0353,2,运河路,次要道路,808116297,109.1204738,23.1942387,-11315.512731834544,20568.41829805459
RD0353,3,运河路,次要道路,808116297,109.1205058,23.1944517,-11312.232216373846,20592.006797318347
RD0353,4,运河路,次要道路,808116297,109.1205433,23.194701,-11308.387862319843,20619.61530842865
RD0353,5,运河路,次要道路,808116297,109.1206951,23.19571,-11292.825917104126,20731.356133580175
RD0353,6,运河路,次要道路,808116297,109.1207418,23.1960208,-11288.038414854482,20765.775408562567
RD0353,7,运河路,次要道路,808116297,109.1210602,23.1981374,-11255.39728602535,21000.17642988651
RD0353,8,运河路,次要道路,808116297,109.1210696,23.1982046,-11254.433634609299,21007.618435288095
RD0353,9,运河路,次要道路,808116297,109.1212144,23.1991746,-11239.58930215161,21115.040239447528
RD0353,10,运河路,次要道路,808116297,109.1213491,23.2000724,-11225.780382385776,21214.466317565595
RD0353,11,运河路,次要道路,808116297,109.121417,23.2005249,-11218.819538644548,21264.57803548556
RD0353,12,运河路,次要道路,808116297,109.1214394,23.2006797,-11216.523177821768,21281.721226499572
RD0353,13,运河路,次要道路,808116297,109.1215526,23.2014614,-11204.918354381045,21368.289911356933
RD0353,14,运河路,次要道路,808116297,109.121564,23.2015402,-11203.749670747788,21377.016548643376
RD0353,15,运河路,次要道路,808116297,109.1215973,23.2017127,-11200.335884347147,21396.11991072346
RD0353,16,运河路,次要道路,808116297,109.1216366,23.2018601,-11196.307001297806,21412.443595190536
RD0353,17,运河路,次要道路,808116297,109.1217002,23.2020131,-11189.786976820144,21429.38744677418
RD0353,18,运河路,次要道路,808116297,109.1218545,23.2023831,-11173.968741336199,21470.36277413404
RD0353,19,运河路,次要道路,808116297,109.1219302,23.2025194,-11166.208271950934,21485.45719878051
RD0353,20,运河路,次要道路,808116297,109.121964,23.2025555,-11162.743227494899,21489.455061801193
RD0353,21,运河路,次要道路,808116297,109.1220936,23.2027725,-11149.457139881551,21513.486537577013
RD0353,22,运河路,次要道路,808116297,109.1221264,23.2028474,-11146.094611534845,21521.781272764325
RD0353,23,运河路,次要道路,808116297,109.1221875,23.2029867,-11139.830877328324,21537.207929794742
RD0353,24,运河路,次要道路,808116297,109.1222857,23.2032173,-11129.76379550862,21562.745525711252
RD0353,25,运河路,次要道路,808116297,109.122469,23.2036475,-11110.972592889055,21610.38764957669
RD0353,26,运河路,次要道路,808116297,109.1226355,23.2040385,-11093.903660884389,21653.688603624567
RD0353,27,运河路,次要道路,808116297,109.1228256,23.2044847,-11074.41534872866,21703.102633537852
RD0353,28,运河路,次要道路,808116297,109.1229139,23.204692,-11065.3631763804,21726.059891272507
RD0353,29,运河路,次要道路,808116297,109.1228921,23.2048738,-11067.598027537582,21746.193173742824
RD0353,30,运河路,次要道路,808116297,109.1228494,23.2052304,-11071.975465354275,21785.684529787457
RD0353,31,运河路,次要道路,808116297,109.1227996,23.2056458,-11077.08076754066,21831.687640558233
RD0353,32,运河路,次要道路,808116297,109.122665,23.2076919,-11090.879435694833,22058.281200858248
RD0354,1,未记录,一般道路,808120997,109.1222789,23.1910976,-11130.460905044782,20220.55991759513
RD0354,2,未记录,一般道路,808120997,109.1219005,23.1915039,-11169.253000362356,20265.55525680153
RD0355,1,仁爱路,一般道路,808120998,109.1219005,23.1915039,-11169.253000362356,20265.55525680153
RD0355,2,仁爱路,一般道路,808120998,109.1218782,23.191567,-11171.539109573474,20272.543211278127
RD0355,3,仁爱路,一般道路,808120998,109.1218754,23.19164,-11171.826154676686,20280.627532622144
RD0355,4,仁爱路,一般道路,808120998,109.1218968,23.1917072,-11169.63230996178,20288.06953802373
RD0355,5,仁爱路,一般道路,808120998,109.121962,23.1917759,-11162.948259712102,20295.67765961729
RD0355,6,仁爱路,一般道路,808120998,109.1229289,23.1925672,-11063.825434757926,20383.30948810328
RD0355,7,仁爱路,一般道路,808120998,109.1231028,23.1926772,-11045.997883554412,20395.491342183162
RD0355,8,仁爱路,一般道路,808120998,109.1232868,23.1927322,-11027.134919657588,20401.582269223105
RD0355,9,仁爱路,一般道路,808120998,109.1235033,23.1927599,-11004.940182247587,20404.649881568737
RD0355,10,仁爱路,一般道路,808120998,109.1236343,23.192802,-10991.510572081175,20409.312209357708
RD0355,11,仁爱路,一般道路,808120998,109.1240173,23.1931054,-10952.246902666508,20442.911977792766
RD0355,12,仁爱路,一般道路,808120998,109.1247303,23.1937169,-10879.152917569045,20510.63201206427
RD0355,13,仁爱路,一般道路,808120998,109.1251366,23.1940654,-10837.500622833928,20549.22634067225
RD0355,14,仁爱路,一般道路,808120998,109.1255561,23.1944252,-10794.495115473132,20589.072077926685
RD0355,15,仁爱路,一般道路,808120998,109.125701,23.1946306,-10779.640531403782,20611.81892181765
RD0355,16,仁爱路,一般道路,808120998,109.125976,23.1951289,-10751.448601668604,20667.002720799857
RD0355,17,仁爱路,一般道路,808120998,109.126667,23.1961516,-10680.60997094873,20780.260740505004
RD0355,18,仁爱路,一般道路,808120998,109.1272886,23.1968942,-10616.885958133353,20862.49932995734
RD0355,19,仁爱路,一般道路,808120998,109.1275519,23.1972812,-10589.893466862044,20905.35730749316
RD0355,20,仁爱路,一般道路,808120998,109.1275805,23.1973389,-10586.961506170157,20911.747243678652
RD0355,21,仁爱路,一般道路,808120998,109.1276503,23.1974802,-10579.805881821929,20927.3953889653
RD0355,22,仁爱路,一般道路,808120998,109.1278312,23.1980303,-10561.260717860387,20988.315733777643
RD0355,23,仁爱路,一般道路,808120998,109.1281164,23.1985139,-10532.023123821693,21041.87159407812
RD0355,24,仁爱路,一般道路,808120998,109.1283957,23.1989874,-10503.390374820036,21094.308938686103
RD0355,25,仁爱路,一般道路,808120998,109.1284093,23.1990351,-10501.996155749166,21099.591433591646
RD0355,26,仁爱路,一般道路,808120998,109.1284204,23.1990743,-10500.858226949438,21103.932603409205
RD0355,27,仁爱路,一般道路,808120998,109.1284178,23.19916,-10501.124768830783,21113.423375178725
RD0355,28,仁爱路,一般道路,808120998,109.128316,23.1996933,-10511.560908638252,21172.48321864097
RD0355,29,仁爱路,一般道路,808120998,109.1281303,23.2005668,-10530.598149918753,21269.218214448672
RD0355,30,仁爱路,一般道路,808120998,109.1279119,23.2015147,-10552.987667934298,21374.192573379438
RD0355,31,仁爱路,一般道路,808120998,109.1277788,23.2020657,-10566.632561926659,21435.212587906964
RD0355,32,仁爱路,一般道路,808120998,109.1277122,23.2023412,-10573.460134727944,21465.722595170926
RD0355,33,仁爱路,一般道路,808120998,109.1275121,23.2032534,-10593.973607965321,21566.74338873233
RD0355,34,仁爱路,一般道路,808120998,109.1274937,23.2033372,-10595.85990435515,21576.023746658553
RD0355,35,仁爱路,一般道路,808120998,109.1274662,23.2034627,-10598.679097328959,21589.922134722423
RD0355,36,仁爱路,一般道路,808120998,109.1274517,23.2035287,-10600.165580897497,21597.23124717043
RD0355,37,仁爱路,一般道路,808120998,109.1274436,23.2035657,-10600.995961372148,21601.3287799063
RD0355,38,仁爱路,一般道路,808120998,109.1273829,23.2038424,-10607.218689136393,21631.97168012384
RD0355,39,仁爱路,一般道路,808120998,109.126895,23.2060655,-10657.23629829381,21878.166951079857
RD0356,1,教育路,一般道路,808121000,109.1202866,23.194083,-11334.703747276855,20551.175437324997
RD0356,2,教育路,一般道路,808121000,109.1202104,23.1938119,-11342.515474716056,20521.15270422442
RD0356,3,教育路,一般道路,808121000,109.1201665,23.1936874,-11347.015931863947,20507.365060288663
RD0356,4,教育路,一般道路,808121000,109.1201504,23.1936733,-11348.6664412045,20505.80356808372
RD0356,5,教育路,一般道路,808121000,109.1197774,23.1933465,-11386.904949537518,20469.612387053483
RD0356,6,教育路,一般道路,808121000,109.1183337,23.1923201,-11534.907454849385,20355.94461407467
RD0356,7,教育路,一般道路,808121000,109.1178771,23.1919955,-11581.716309821908,20319.997070126126
RD0356,8,教育路,一般道路,808121000,109.1168875,23.1912824,-11683.166250429478,20241.025432449398
RD0356,9,教育路,一般道路,808121000,109.1165638,23.1909655,-11716.350714632961,20205.930618286577
RD0356,10,教育路,一般道路,808121000,109.1149875,23.1895908,-11877.946855881797,20053.690665525646
RD0356,11,教育路,一般道路,808121000,109.1128846,23.1889498,-12093.527979673248,19982.70367947775
RD0356,12,教育路,一般道路,808121000,109.1114171,23.1883581,-12243.970368358043,19917.176378940294
RD0357,1,未记录,居住区道路,808121001,109.1206951,23.19571,-11292.825917104126,20731.356133580175
RD0357,2,未记录,居住区道路,808121001,109.1219208,23.1943906,-11167.171923366986,20585.240331097582
RD0357,3,未记录,居住区道路,808121001,109.1232418,23.1929689,-11031.748144523555,20427.79540432083
RD0358,1,未记录,居住区道路,808121002,109.1232418,23.1929689,-11031.748144523555,20427.79540432083
RD0358,2,未记录,居住区道路,808121002,109.1233436,23.1929338,-11021.312004716088,20423.908285427868
RD0358,3,未记录,居住区道路,808121002,109.1234327,23.1929408,-11012.17781948182,20424.683494323872
RD0358,4,未记录,居住区道路,808121002,109.1235116,23.1929689,-11004.089298549612,20427.79540432083
RD0358,5,未记录,居住区道路,808121002,109.1237809,23.1931873,-10976.481710629605,20451.981921876086
RD0358,6,未记录,居住区道路,808121002,109.1238724,23.1932615,-10967.101486735859,20460.199136173287
RD0358,7,未记录,居住区道路,808121002,109.12417,23.1935028,-10936.592692954579,20486.92169425986
RD0358,8,未记录,居住区道路,808121002,109.1245271,23.1937924,-10899.984190741705,20518.993193728373
RD0359,1,未记录,居住区道路,808121003,109.1238724,23.1932615,-10967.101486735859,20460.199136173287
RD0359,2,未记录,居住区道路,808121003,109.1240173,23.1931054,-10952.246902666508,20442.911977792766
RD0360,1,未记录,居住区道路,808121004,109.1245271,23.1937924,-10899.984190741705,20518.993193728373
RD0360,2,未记录,居住区道路,808121004,109.1238857,23.1944615,-10965.73802249706,20593.092089772836
RD0361,1,未记录,居住区道路,808121005,109.1228968,23.1951809,-11067.116201828827,20672.76141545585
RD0361,2,未记录,居住区道路,808121005,109.1227377,23.1950521,-11083.426514633189,20658.49757176964
RD0361,3,未记录,居住区道路,808121005,109.1223525,23.1947401,-11122.915719485469,20623.94540383367
RD0361,4,未记录,居住区道路,808121005,109.1219208,23.1943906,-11167.171923366986,20585.240331097582
RD0361,5,未记录,居住区道路,808121005,109.1216885,23.1942052,-11190.98641528547,20564.708369766526
RD0361,6,未记录,居住区道路,808121005,109.1215383,23.1940853,-11206.384334727716,20551.430148819618
RD0362,1,未记录,居住区道路,808121006,109.1230835,23.19543,-11047.976444440454,20700.347777740688
RD0362,2,未记录,居住区道路,808121006,109.1237046,23.1955901,-10984.303689680468,20718.077912633267
RD0362,3,未记录,居住区道路,808121006,109.1246704,23.1958391,-10885.293632445826,20745.653200505174
RD0362,4,未记录,居住区道路,808121006,109.1246884,23.1958701,-10883.44834249973,20749.08626847315
RD0362,5,未记录,居住区道路,808121006,109.1245934,23.1962121,-10893.187372772492,20786.960760248978
RD0362,6,未记录,居住区道路,808121006,109.1244996,23.1965497,-10902.803383715514,20824.347977861424
RD0362,7,未记录,居住区道路,808121006,109.1243878,23.1969521,-10914.264684604632,20868.911414968694
RD0362,8,未记录,居住区道路,808121006,109.1242631,23.1974007,-10927.048443288815,20918.591230789134
RD0362,9,未记录,居住区道路,808121006,109.1241383,23.1978492,-10939.842453583204,20968.25997219704
RD0362,10,未记录,居住区道路,808121006,109.1240222,23.1982665,-10951.744573737344,21014.473496811115
RD0362,11,未记录,居住区道路,808121006,109.123885,23.1987596,-10965.809783772862,21069.081426327684
RD0363,1,未记录,居住区道路,808121007,109.1275805,23.1973389,-10586.961506170157,20911.747243678652
RD0363,2,未记录,居住区道路,808121007,109.1262075,23.1976124,-10727.71612263467,20942.03576268678
RD0363,3,未记录,居住区道路,808121007,109.1260155,23.1977018,-10747.399215397398,20951.936287729965
RD0363,4,未记录,居住区道路,808121007,109.1244884,23.1974568,-10903.951564125447,20924.80397637012
RD0363,5,未记录,居住区道路,808121007,109.1242631,23.1974007,-10927.048443288815,20918.591230789134
RD0363,6,未记录,居住区道路,808121007,109.1232449,23.1971473,-11031.430344588274,20890.528668754236
RD0363,7,未记录,居住区道路,808121007,109.1220529,23.1968506,-11153.629545482498,20857.67088597679
RD0364,1,民主路,次要道路,808121008,109.122665,23.2076919,-11090.879435694833,22058.281200858248
RD0364,2,民主路,次要道路,808121008,109.1230821,23.2073309,-11048.119966992059,22018.30257065023
RD0364,3,民主路,次要道路,808121008,109.1237383,23.2060056,-10980.848896836094,21871.533377812673
RD0364,4,民主路,次要道路,808121008,109.1238679,23.2058503,-10967.562809222747,21854.334814734408
RD0364,5,民主路,次要道路,808121008,109.1240438,23.2056524,-10949.53022580203,21832.418551803312
RD0364,6,民主路,次要道路,808121008,109.1240793,23.2055078,-10945.890903962318,21816.404950894324
RD0364,7,民主路,次要道路,808121008,109.1241658,23.2051532,-10937.023260609396,21777.135083105917
RD0364,8,民主路,次要道路,808121008,109.1242535,23.204794,-10928.032597926733,21737.355792328268
RD0364,9,民主路,次要道路,808121008,109.1243473,23.2044101,-10918.416586983712,21694.84112158933
RD0364,10,民主路,次要道路,808121008,109.1244303,23.20407,-10909.907750008348,21657.177043656797
RD0364,11,民主路,次要道路,808121008,109.1245299,23.2036622,-10899.697145638493,21612.015588258422
RD0364,12,民主路,次要道路,808121008,109.1247706,23.2026771,-10875.021518410373,21502.92154776593
RD0364,13,民主路,次要道路,808121008,109.1250029,23.2017675,-10851.20702649189,21402.188688937546
RD0365,1,营福路,居住区道路,808121010,109.1275121,23.2032534,-10593.973607965321,21566.74338873233
RD0365,2,营福路,居住区道路,808121010,109.1247706,23.2026771,-10875.021518410373,21502.92154776593
RD0365,3,营福路,居住区道路,808121010,109.1241535,23.2025764,-10938.284208738864,21491.76961407668
RD0365,4,营福路,居住区道路,808121010,109.1236431,23.2024882,-10990.608430330722,21482.00198198707
RD0365,5,营福路,居住区道路,808121010,109.1231916,23.2024658,-11036.894453152216,21479.521313519614
RD0365,6,营福路,居住区道路,808121010,109.1224072,23.2024414,-11117.30808837138,21476.819156796715
RD0365,7,营福路,居住区道路,808121010,109.122208,23.2024361,-11137.729297111087,21476.232212918145
RD0365,8,营福路,居住区道路,808121010,109.121964,23.2025555,-11162.743227494899,21489.455061801193
RD0365,9,营福路,居住区道路,808121010,109.1218005,23.2026218,-11179.504611174487,21496.797397487597
RD0365,10,营福路,居住区道路,808121010,109.1212019,23.2029524,-11240.870753502944,21533.409406204428
RD0365,11,营福路,居住区道路,808121010,109.1205579,23.2031743,-11306.891127141102,21557.983528207493
RD0365,12,营福路,居住区道路,808121010,109.1203808,23.2032679,-11325.046729890102,21568.349178588203
RD0365,13,营福路,居住区道路,808121010,109.1203218,23.2033813,-11331.095180270671,21580.907562703356
RD0365,14,营福路,居住区道路,808121010,109.1199676,23.2038546,-11367.406385771585,21633.322758485487
RD0365,15,营福路,居住区道路,808121010,109.1198549,23.2041011,-11378.959951156916,21660.621186037304
RD0365,16,营福路,居住区道路,808121010,109.1197529,23.2042687,-11389.416594187705,21679.181901890148
RD0365,17,营福路,居住区道路,808121010,109.1196295,23.2043772,-11402.067081930489,21691.197639778056
RD0365,18,营福路,居住区道路,808121010,109.1192592,23.2045497,-11440.028796771956,21710.30100185814
RD0365,19,营福路,居住区道路,808121010,109.1185347,23.2048751,-11514.301717114336,21746.33714110894
RD0365,20,营福路,居住区道路,808121010,109.1180409,23.2049737,-11564.92417131025,21757.256512129825
RD0366,1,未记录,居住区道路,808121011,109.122208,23.2024361,-11137.729297111087,21476.232212918145
RD0366,2,未记录,居住区道路,808121011,109.1222993,23.2019022,-11128.369576439207,21417.105922979114
RD0366,3,未记录,居住区道路,808121011,109.1222962,23.2015545,-11128.68737637449,21378.600189673783
RD0366,4,未记录,居住区道路,808121011,109.1223221,23.2014777,-11126.032209172694,21370.09504064357
RD0366,5,未记录,居住区道路,808121011,109.1224735,23.2010302,-11110.511270402167,21320.537043363776
RD0367,1,未记录,居住区道路,808121012,109.1230282,23.1978847,-11053.645585221599,20972.191388740936
RD0367,2,未记录,居住区道路,808121012,109.123114,23.1975928,-11044.849703143023,20939.865177777803
RD0367,3,未记录,居住区道路,808121012,109.1232449,23.1971473,-11031.430344588274,20890.528668754236
RD0367,4,未记录,居住区道路,808121012,109.1233777,23.1966974,-11017.816205427982,20840.704885567287
RD0367,5,未记录,居住区道路,808121012,109.1234966,23.1962946,-11005.627040172087,20796.097150809088
RD0367,6,未记录,居住区道路,808121012,109.1235982,23.1959507,-10995.211403585028,20758.012245189962
RD0367,7,未记录,居住区道路,808121012,109.1237046,23.1955901,-10984.303689680468,20718.077912633267
RD0368,1,未记录,居住区道路,808121013,109.1245934,23.1962121,-10893.187372772492,20786.960760248978
RD0368,2,未记录,居住区道路,808121013,109.1235982,23.1959507,-10995.211403585028,20758.012245189962
RD0368,3,未记录,居住区道路,808121013,109.1227035,23.1957194,-11086.932565531499,20732.397128383735
RD0369,1,未记录,居住区道路,808121014,109.1222243,23.1959745,-11136.058284548668,20760.64795543607
RD0369,2,未记录,居住区道路,808121014,109.1234966,23.1962946,-11005.627040172087,20796.097150809088
RD0369,3,未记录,居住区道路,808121014,109.1244996,23.1965497,-10902.803383715514,20824.347977861424
RD0370,1,未记录,居住区道路,808121015,109.1243878,23.1969521,-10914.264684604632,20868.911414968694
RD0370,2,未记录,居住区道路,808121015,109.1233777,23.1966974,-11017.816205427982,20840.704885567287
RD0370,3,未记录,居住区道路,808121015,109.1218977,23.1963273,-11169.540045464111,20799.718483794502
RD0371,1,未记录,居住区道路,808121016,109.1245614,23.1979348,-10896.467888231733,20977.739669553634
RD0371,2,未记录,居住区道路,808121016,109.1241383,23.1978492,-10939.842453583204,20968.25997219704
RD0371,3,未记录,居住区道路,808121016,109.123114,23.1975928,-11044.849703143023,20939.865177777803
RD0372,1,未记录,居住区道路,808121017,109.1217076,23.1965327,-11189.028357621297,20822.465327685462
RD0372,2,未记录,居住区道路,808121017,109.1218977,23.1963273,-11169.540045464111,20799.718483794502
RD0372,3,未记录,居住区道路,808121017,109.1222243,23.1959745,-11136.058284548668,20760.64795543607
RD0372,4,未记录,居住区道路,808121017,109.1228888,23.1952569,-11067.93633069473,20681.177969183813
RD0372,5,未记录,居住区道路,808121017,109.1228968,23.1951809,-11067.116201828827,20672.76141545585
RD0373,1,未记录,居住区道路,808121018,109.1218818,23.1983092,-11171.170051584255,21019.202271076872
RD0373,2,未记录,居住区道路,808121018,109.1222135,23.1969968,-11137.165458516325,20873.861677490288
RD0374,1,未记录,居住区道路,808121019,109.1245271,23.1937924,-10899.984190741705,20518.993193728373
RD0374,2,未记录,居住区道路,808121019,109.1247303,23.1937169,-10879.152917569045,20510.63201206427
RD0375,1,未记录,居住区道路,808121020,109.1251366,23.1940654,-10837.500622833928,20549.22634067225
RD0375,2,未记录,居住区道路,808121020,109.124763,23.1944381,-10875.800640832544,20590.500677177657
RD0375,3,未记录,居住区道路,808121020,109.1246631,23.194422,-10886.04200003447,20588.717696716878
RD0375,4,未记录,居住区道路,808121020,109.1243195,23.1947717,-10921.26653478959,20627.444918278434
RD0376,1,未记录,居住区道路,808121021,109.1204418,23.1941978,-11318.793247295242,20563.88886321959
RD0376,2,未记录,居住区道路,808121021,109.1205556,23.1940013,-11307.126914188919,20542.127642067535
RD0376,3,未记录,居住区道路,808121021,109.1212846,23.193461,-11232.392671361107,20482.292589709286
RD0377,1,未记录,居住区道路,808121022,109.1212779,23.1939224,-11233.07952928561,20533.389930368558
RD0377,2,未记录,居住区道路,808121022,109.1205058,23.1944517,-11312.232216373846,20592.006797318347
RD0378,1,未记录,居住区道路,808121023,109.1217082,23.193898,-11188.966847955699,20530.687773645266
RD0378,2,未记录,居住区道路,808121023,109.1215383,23.1940853,-11206.384334727716,20551.430148819618
RD0378,3,未记录,居住区道路,808121023,109.1213768,23.1942635,-11222.940686191558,20571.164752429202
RD0378,4,未记录,居住区道路,808121023,109.1208293,23.1946502,-11279.068255393686,20613.989506726626
RD0378,5,未记录,居住区道路,808121023,109.1205433,23.194701,-11308.387862319843,20619.61530842865
RD0379,1,未记录,居住区道路,808121024,109.1209435,23.1950336,-11267.360915845089,20656.448805401313
RD0379,2,未记录,居住区道路,808121024,109.1216885,23.1942052,-11190.98641528547,20564.708369766526
RD0379,3,未记录,居住区道路,808121024,109.1223133,23.1935352,-11126.934350924605,20490.50980400688
RD0380,1,未记录,服务通道,808121025,109.1185487,23.1939853,-11512.866491599736,20540.35573601969
RD0380,2,未记录,服务通道,808121025,109.1183854,23.1937814,-11529.607372058914,20517.775008320306
RD0380,3,未记录,服务通道,808121025,109.1176001,23.193224,-11610.11327177429,20456.04623137356
RD0380,4,未记录,服务通道,808121025,109.1170008,23.1928286,-11671.55117537855,20412.258003162297
RD0381,1,未记录,服务通道,808121026,109.1176001,23.193224,-11610.11327177429,20456.04623137356
RD0381,2,未记录,服务通道,808121026,109.1182456,23.1924287,-11543.939123975779,20367.97142637551
RD0382,1,未记录,居住区道路,808121027,109.1177542,23.1946054,-11594.31553951221,20609.028169792102
RD0382,2,未记录,居住区道路,808121027,109.1176489,23.1949718,-11605.110485697236,20649.604818291224
RD0382,3,未记录,居住区道路,808121027,109.1176704,23.1950412,-11602.906389373582,20657.290460774107
RD0382,4,未记录,居住区道路,808121027,109.1180994,23.1959563,-11558.926978983616,20758.63241230653
RD0383,1,未记录,居住区道路,808121028,109.1182096,23.1961737,-11547.62970386797,20782.708185733674
RD0383,2,未记录,居住区道路,808121028,109.1190115,23.1963499,-11465.422036756649,20802.221301087426
RD0384,1,未记录,居住区道路,808121029,109.1190187,23.1963211,-11464.683920778209,20799.03187020075
RD0384,2,未记录,居住区道路,808121029,109.119974,23.1965322,-11366.750282679153,20822.409955621602
RD0385,1,未记录,居住区道路,808121030,109.1198982,23.1968408,-11374.52100367608,20856.5855935223
RD0385,2,未记录,居住区道路,808121030,109.1193871,23.1967305,-11426.916986542285,20844.370516204024
RD0385,3,未记录,居住区道路,808121030,109.1189403,23.1966341,-11472.721183655023,20833.694782264833
RD0386,1,未记录,居住区道路,808121031,109.1192118,23.1960315,-11444.888060297404,20766.96037073224
RD0386,2,未记录,居住区道路,808121031,109.1200503,23.1962212,-11358.928303628292,20787.96853181375
RD0387,1,未记录,居住区道路,808121032,109.1198709,23.1958416,-11377.319693428024,20745.930060825263
RD0387,2,未记录,居住区道路,808121032,109.119977,23.1954248,-11366.442734354076,20699.77190827505
RD0388,1,未记录,居住区道路,808121033,109.119308,23.1949336,-11435.026010694903,20645.374392601385
RD0388,2,未记录,居住区道路,808121033,109.1194698,23.1946221,-11418.43890439899,20610.877596729668
RD0388,3,未记录,居住区道路,808121033,109.1194952,23.1945403,-11415.834995252591,20601.81872705928
RD0388,4,未记录,居住区道路,808121033,109.119513,23.194428,-11414.010208528362,20589.382161484773
RD0388,5,未记录,居住区道路,808121033,109.1195436,23.1943415,-11410.87321561927,20579.802794412997
RD0388,6,未记录,居住区道路,808121033,109.1196479,23.1941871,-11400.18078554066,20562.703901049917
RD0388,7,未记录,居住区道路,808121033,109.1201504,23.1936733,-11348.6664412045,20505.80356808372
RD0389,1,未记录,居住区道路,808121034,109.11919,23.1947863,-11447.122911454586,20629.061782547236
RD0389,2,未记录,居住区道路,808121034,109.1189121,23.1948083,-11475.612137904636,20631.49815336298
RD0389,3,未记录,居住区道路,808121034,109.118794,23.1948004,-11487.71929027598,20630.623274751786
RD0389,4,未记录,居住区道路,808121034,109.1186096,23.1947474,-11506.62326061508,20624.753835968073
RD0389,5,未记录,居住区道路,808121034,109.1184223,23.1947262,-11525.824527667597,20622.40606045459
RD0389,6,未记录,居住区道路,808121034,109.1181024,23.1947368,-11558.619430659995,20623.57994821133
RD0389,7,未记录,居住区道路,808121034,109.1179497,23.1947024,-11574.273640371925,20619.770350208084
RD0389,8,未记录,居住区道路,808121034,109.1178345,23.1946362,-11586.083496028396,20612.43908893461
RD0389,9,未记录,居住区道路,808121034,109.1177542,23.1946054,-11594.31553951221,20609.028169792102
RD0389,10,未记录,居住区道路,808121034,109.1176616,23.19457,-11603.808531124036,20605.107827660744
RD0389,11,未记录,居住区道路,808121034,109.1174801,23.1945302,-11622.415204751176,20600.700211366395
RD0389,12,未记录,居住区道路,808121034,109.1173273,23.1945276,-11638.07966607331,20600.41227663377
RD0389,13,未记录,居住区道路,808121034,109.1171545,23.1945408,-11655.794449558745,20601.87409912314
RD0389,14,未记录,居住区道路,808121034,109.1170594,23.1945832,-11665.543731441712,20606.569650150504
RD0389,15,未记录,居住区道路,808121034,109.1166992,23.1949434,-11702.470033591324,20646.45968505587
RD0390,1,未记录,居住区道路,808121035,109.1097128,23.1961231,-12418.68857144821,20777.104532857116
RD0390,2,未记录,居住区道路,808121035,109.1090415,23.1959543,-12487.507634836855,20758.4109240507
RD0391,1,未记录,居住区道路,808121036,109.1096437,23.1965734,-12425.772434519178,20826.972613694998
RD0391,2,未记录,居住区道路,808121036,109.1089253,23.1964084,-12499.420006602657,20808.699832575174
RD0392,1,未记录,居住区道路,808124620,109.1046758,23.1962045,-12935.062208111583,20786.119104876183
RD0392,2,未记录,居住区道路,808124620,109.1038157,23.1994284,-13023.236312716012,21143.14709913375
RD0392,3,未记录,居住区道路,808124620,109.1033341,23.201217,-13072.60807039266,21341.224046473875
RD0393,1,龙胜路,一般道路,808124621,109.09728,23.1998971,-13693.250840637413,21195.052871927423
RD0393,2,龙胜路,一般道路,808124621,109.1014921,23.2008154,-13261.442741572282,21296.749204669257
RD0393,3,龙胜路,一般道路,808124621,109.1016628,23.2008527,-13243.943241914256,21300.879960643517
RD0393,4,龙胜路,一般道路,808124621,109.1033341,23.201217,-13072.60807039266,21341.224046473875
RD0393,5,龙胜路,一般道路,808124621,109.105621,23.2017156,-12838.163982704384,21396.44106869448
RD0393,6,龙胜路,一般道路,808124621,109.1074244,23.2021088,-12653.286433298297,21439.985659824048
RD0393,7,龙胜路,一般道路,808124621,109.1086038,23.2023659,-12532.37893536707,21468.457975132613
RD0394,1,未记录,农林作业道路,808124622,109.0972399,23.2000449,-13697.36173657276,21211.42085404582
RD0394,2,未记录,农林作业道路,808124622,109.0972001,23.1999797,-13701.441877677495,21204.200336900067
RD0394,3,未记录,农林作业道路,808124622,109.097217,23.1999113,-13699.709355449477,21196.6254385449
RD0394,4,未记录,农林作业道路,808124622,109.09728,23.1998971,-13693.250840637413,21195.052871927423
RD0395,1,未记录,一般道路,808124623,109.1086038,23.2023659,-12532.37893536707,21468.457975132613
