服务区编号,机型编号,组合计数,总质量（kg）,总体积（m³）,往返能耗（kWh）,临界安全余量,临界安全余量（%）,医疗物资箱数,饮用水箱数,应急食品箱数,生活卫生用品箱数
S012,B,"(1, 0, 1, 0)",11,0.04,2.34494751342,0.413763121645,41.3763121645,1,0,1,0
S002,C,"(1, 0, 0, 1)",9,0.047,4.68716625207,0.414104218492,41.4104218492,1,0,0,1
S002,C,"(0, 0, 1, 0)",8,0.028,4.67867979312,0.41516502586,41.516502586,0,0,1,0
S012,C,"(1, 0, 0, 0)",3,0.012,4.67849127274,0.415188590907,41.5188590907,1,0,0,0
S003,C,"(0, 0, 0, 1)",6,0.035,4.67841837343,0.415197703322,41.5197703322,0,0,0,1
S002,C,"(0, 0, 0, 1)",6,0.035,4.66329094142,0.417088632322,41.7088632322,0,0,0,1
S004,B,"(1, 0, 0, 0)",3,0.012,2.33077300248,0.41730674938,41.730674938,1,0,0,0
S003,B,"(1, 0, 0, 1)",9,0.047,2.33031230589,0.417421923527,41.7421923527,1,0,0,1
S003,C,"(1, 0, 0, 0)",3,0.012,4.65726936037,0.417841329954,41.7841329954,1,0,0,0
S002,C,"(1, 0, 0, 0)",3,0.012,4.64465631785,0.419417960268,41.9417960268,1,0,0,0
S003,B,"(0, 0, 1, 0)",8,0.028,2.31514113639,0.421214715901,42.1214715901,0,0,1,0
S015,B,"(1, 1, 1, 0)",25,0.067,2.30745282428,0.423136793929,42.3136793929,1,1,1,0
S002,B,"(1, 0, 1, 0)",11,0.04,2.30420795142,0.423948012146,42.3948012146,1,0,1,0
S012,B,"(0, 0, 1, 0)",8,0.028,2.29673753075,0.425815617311,42.5815617311,0,0,1,0
S003,B,"(0, 0, 0, 1)",6,0.035,2.288138047,0.42796548825,42.796548825,0,0,0,1
S015,A,"(0, 1, 1, 0)",22,0.055,2.55769447353,0.431623450326,43.1623450326,0,1,1,0
S002,B,"(1, 0, 0, 1)",9,0.047,2.27168604799,0.432078488003,43.2078488003,1,0,0,1
S002,B,"(0, 0, 1, 0)",8,0.028,2.25718737186,0.435703157035,43.5703157035,0,0,1,0
S003,B,"(1, 0, 0, 0)",3,0.012,2.25610531958,0.435973670106,43.5973670106,1,0,0,0
S012,B,"(1, 0, 0, 0)",3,0.012,2.23936017061,0.440159957348,44.0159957348,1,0,0,0
S002,B,"(0, 0, 0, 1)",6,0.035,2.23159737258,0.442100656854,44.2100656854,0,0,0,1
S015,B,"(0, 1, 1, 0)",22,0.055,2.20326631916,0.449183420209,44.9183420209,0,1,1,0
S002,B,"(1, 0, 0, 0)",3,0.012,2.2018570633,0.449535734174,44.9535734174,1,0,0,0
S015,A,"(1, 1, 0, 0)",17,0.039,2.47201728511,0.450662825531,45.0662825531,1,1,0,0
S015,A,"(0, 1, 0, 0)",14,0.027,2.4292952877,0.460156602733,46.0156602733,0,1,0,0
S014,B,"(1, 1, 1, 0)",25,0.067,2.1307656272,0.467308593201,46.7308593201,1,1,1,0
S015,A,"(1, 0, 1, 0)",11,0.04,2.3923547698,0.46836560671,46.836560671,1,0,1,0
S005,C,"(1, 3, 1, 1)",59,0.156,4.22219285951,0.472225892562,47.2225892562,1,3,1,1
S015,A,"(0, 0, 1, 0)",8,0.028,2.36088958811,0.47535786931,47.535786931,0,0,1,0
S014,A,"(0, 1, 1, 0)",22,0.055,2.35939461205,0.475690086212,47.5690086212,0,1,1,0
S009,B,"(1, 1, 1, 0)",25,0.067,2.09623373443,0.475941566393,47.5941566393,1,1,1,0
S005,B,"(0, 2, 0, 0)",28,0.054,2.0861365687,0.478465857826,47.8465857826,0,2,0,0
S009,A,"(0, 1, 1, 0)",22,0.055,2.33131640725,0.481929687277,48.1929687277,0,1,1,0
S015,B,"(1, 1, 0, 0)",17,0.039,2.07078335606,0.482304160984,48.2304160984,1,1,0,0
S005,C,"(0, 3, 1, 1)",56,0.144,4.12746113554,0.484067358057,48.4067358057,0,3,1,1
S015,A,"(1, 0, 0, 0)",3,0.012,2.32092164105,0.484239635323,48.4239635323,1,0,0,0
S015,C,"(1, 1, 1, 0)",25,0.067,4.07532007949,0.490584990064,49.0584990064,1,1,1,0
S014,B,"(0, 1, 1, 0)",22,0.055,2.03626694476,0.49093326381,49.093326381,0,1,1,0
S014,A,"(1, 1, 0, 0)",17,0.039,2.28123041799,0.493059907114,49.3059907114,1,1,0,0
S005,C,"(1, 3, 1, 0)",53,0.121,4.0416035856,0.494799551801,49.4799551801,1,3,1,0
S015,C,"(0, 1, 1, 0)",22,0.055,4.03395758048,0.495755302441,49.5755302441,0,1,1,0
S015,B,"(0, 1, 0, 0)",14,0.027,2.00953752138,0.497615619656,49.7615619656,0,1,0,0
S009,A,"(1, 1, 0, 0)",17,0.039,2.25482289989,0.498928244468,49.8928244468,1,1,0,0
S009,B,"(0, 1, 1, 0)",22,0.055,2.00022954931,0.499942612672,49.9942612672,0,1,1,0
S005,C,"(1, 3, 0, 1)",51,0.128,3.9887533695,0.501405828813,50.1405828813,1,3,0,1
S014,A,"(0, 1, 0, 0)",14,0.027,2.24216390917,0.501741353518,50.1741353518,0,1,0,0
S015,C,"(1, 1, 0, 0)",17,0.039,3.97284454637,0.503394431703,50.3394431703,1,1,0,0
S005,C,"(0, 3, 1, 0)",50,0.109,3.96353866084,0.504557667395,50.4557667395,0,3,1,0
S005,B,"(1, 1, 1, 0)",25,0.067,1.97367528822,0.506581177944,50.6581177944,1,1,1,0
S009,A,"(0, 1, 0, 0)",14,0.027,2.21717144886,0.507295233586,50.7295233586,0,1,0,0
S015,C,"(0, 1, 0, 0)",14,0.027,3.94072053941,0.507409932574,50.7409932574,0,1,0,0
S014,A,"(1, 0, 1, 0)",11,0.04,2.20831146596,0.509264118676,50.9264118676,1,0,1,0
S015,B,"(1, 0, 1, 0)",11,0.04,1.95892230914,0.510269422714,51.0269422714,1,0,1,0
S005,C,"(0, 3, 0, 1)",48,0.116,3.91537335782,0.510578330272,51.0578330272,0,3,0,1
S015,C,"(1, 0, 1, 0)",11,0.04,3.91199560594,0.511000549257,51.1000549257,1,0,1,0
S005,A,"(0, 1, 1, 0)",22,0.055,2.19298840193,0.512669244016,51.2669244016,0,1,1,0
S015,C,"(0, 0, 1, 0)",8,0.028,3.88678649007,0.514151688741,51.4151688741,0,0,1,0
S009,A,"(1, 0, 1, 0)",11,0.04,2.18500877744,0.514442493903,51.4442493903,1,0,1,0
S014,A,"(0, 0, 1, 0)",8,0.028,2.17939699099,0.515689557558,51.5689557558,0,0,1,0
S015,C,"(1, 0, 0, 0)",3,0.012,3.85361085549,0.518298643064,51.8298643064,1,0,0,0
S005,C,"(1, 2, 1, 1)",45,0.129,3.84836731839,0.518954085202,51.8954085202,1,2,1,1
S005,C,"(1, 3, 0, 0)",45,0.093,3.84836731839,0.518954085202,51.8954085202,1,3,0,0
S009,A,"(0, 0, 1, 0)",8,0.028,2.15804424148,0.520434613005,52.0434613005,0,0,1,0
S015,B,"(0, 0, 1, 0)",8,0.028,1.91744333283,0.520639166794,52.0639166794,0,0,1,0
S014,B,"(1, 1, 0, 0)",17,0.039,1.91589065262,0.521027336845,52.1027336845,1,1,0,0
S014,A,"(1, 0, 0, 0)",3,0.012,2.14245597918,0.523898671294,52.3898671294,1,0,0,0
S005,C,"(0, 2, 1, 1)",42,0.117,3.78706271359,0.526617160801,52.6617160801,0,2,1,1
S005,C,"(0, 3, 0, 0)",42,0.081,3.78706271359,0.526617160801,52.6617160801,0,3,0,0
S009,A,"(1, 0, 0, 0)",3,0.012,2.12494584628,0.527789811937,52.7789811937,1,0,0,0
S005,A,"(1, 1, 0, 0)",17,0.039,2.12132600528,0.528594221048,52.8594221048,1,1,0,0
S009,C,"(1, 1, 1, 0)",25,0.067,3.76930923398,0.528836345752,52.8836345752,1,1,1,0
S005,B,"(0, 1, 1, 0)",22,0.055,1.88429847157,0.528925382107,52.8925382107,0,1,1,0
S009,B,"(1, 1, 0, 0)",17,0.039,1.87929991085,0.530175022288,53.0175022288,1,1,0,0
S007,B,"(0, 2, 0, 0)",28,0.054,1.87295391825,0.531761520438,53.1761520438,0,2,0,0
S015,B,"(1, 0, 0, 0)",3,0.012,1.86699127703,0.533252180743,53.3252180743,1,0,0,0
S009,C,"(0, 1, 1, 0)",22,0.055,3.7329484538,0.533381443274,53.3381443274,0,1,1,0
S005,C,"(1, 2, 1, 0)",39,0.094,3.73089239066,0.533638451168,53.3638451168,1,2,1,0
S014,C,"(1, 1, 1, 0)",25,0.067,3.72854302893,0.533932121384,53.3932121384,1,1,1,0
S014,B,"(0, 1, 0, 0)",14,0.027,1.86011829839,0.534970425403,53.4970425403,0,1,0,0
S005,A,"(0, 1, 0, 0)",14,0.027,2.08595970974,0.536453397836,53.6453397836,0,1,0,0
S005,C,"(1, 2, 0, 1)",37,0.101,3.69605810287,0.537992737141,53.7992737141,1,2,0,1
S014,C,"(0, 1, 1, 0)",22,0.055,3.69070259275,0.538662175906,53.8662175906,0,1,1,0
S009,C,"(1, 1, 0, 0)",17,0.039,3.67977548733,0.540028064084,54.0028064084,1,1,0,0
S005,C,"(0, 2, 1, 0)",36,0.082,3.6793772591,0.540077842613,54.0077842613,0,2,1,0
S005,B,"(0, 1, 0, 1)",20,0.062,1.83452763954,0.541368090115,54.1368090115,0,1,0,1
S005,A,"(1, 0, 1, 0)",11,0.04,2.05567375621,0.543183609732,54.3183609732,1,0,1,0
S009,C,"(0, 1, 0, 0)",14,0.027,3.65218548055,0.543476814931,54.3476814931,0,1,0,0
S009,B,"(0, 1, 0, 0)",14,0.027,1.82406243186,0.543984392035,54.3984392035,0,1,0,0
S005,C,"(0, 2, 0, 1)",34,0.089,3.64741758776,0.54407280153,54.407280153,0,2,0,1
S010,B,"(1, 1, 1, 0)",25,0.067,1.82319569809,0.544201075478,54.4201075478,1,1,1,0
S013,B,"(1, 1, 1, 0)",25,0.067,1.82098723322,0.544753191695,54.4753191695,1,1,1,0
S014,C,"(1, 1, 0, 0)",17,0.039,3.63469174406,0.545663531993,54.5663531993,1,1,0,0
S014,B,"(1, 0, 1, 0)",11,0.04,1.81393324147,0.546516689633,54.6516689633,1,0,1,0
S009,C,"(1, 0, 1, 0)",11,0.04,3.62782246184,0.546522192271,54.6522192271,1,0,1,0
S005,A,"(1, 0, 0, 1)",9,0.047,2.03816240221,0.547075021731,54.7075021731,1,0,0,1
S005,A,"(0, 0, 1, 0)",8,0.028,2.03019912831,0.548844638153,54.8844638153,0,0,1,0
S009,C,"(0, 0, 1, 0)",8,0.028,3.60679726484,0.549150341895,54.9150341895,0,0,1,0
S014,C,"(0, 1, 0, 0)",14,0.027,3.60518310315,0.549352112106,54.9352112106,0,1,0,0
S005,C,"(1, 1, 1, 1)",31,0.102,3.60279448259,0.549650689677,54.9650689677,1,1,1,1
S005,C,"(1, 2, 0, 0)",31,0.066,3.60279448259,0.549650689677,54.9650689677,1,2,0,0
S010,A,"(0, 1, 1, 0)",22,0.055,2.0222096116,0.550620086311,55.0620086311,0,1,1,0
S013,A,"(0, 1, 1, 0)",22,0.055,2.02150325489,0.550777054469,55.0777054469,0,1,1,0
S005,A,"(0, 0, 0, 1)",6,0.035,2.01587980834,0.552026709257,55.2026709257,0,0,0,1
S009,C,"(1, 0, 0, 0)",3,0.012,3.58014730661,0.552481586674,55.2481586674,1,0,0,0
S014,C,"(1, 0, 1, 0)",11,0.04,3.57873993922,0.552657507598,55.2657507598,1,0,1,0
S005,C,"(0, 1, 1, 1)",28,0.09,3.56188726034,0.554764092457,55.4764092457,0,1,1,1
S005,C,"(0, 2, 0, 0)",28,0.054,3.56188726034,0.554764092457,55.4764092457,0,2,0,0
S009,B,"(1, 0, 1, 0)",11,0.04,1.77891737708,0.555270655731,55.5270655731,1,0,1,0
S014,C,"(0, 0, 1, 0)",8,0.028,3.55546753867,0.555566557666,55.5566557666,0,0,1,0
S005,A,"(1, 0, 0, 0)",3,0.012,1.99870267518,0.555843849959,55.5843849959,1,0,0,0
S014,B,"(0, 0, 1, 0)",8,0.028,1.77598775946,0.556003060135,55.6003060135,0,0,1,0
S007,B,"(1, 1, 1, 0)",25,0.067,1.77407280217,0.556481799459,55.6481799459,1,1,1,0
S005,B,"(1, 1, 0, 0)",17,0.039,1.77150657801,0.557123355499,55.7123355499,1,1,0,0
S014,C,"(1, 0, 0, 0)",3,0.012,3.52465221888,0.559418472641,55.9418472641,1,0,0,0
S005,C,"(1, 1, 1, 0)",25,0.067,3.52444740091,0.559444074886,55.9444074886,1,1,1,0
S005,C,"(1, 1, 0, 1)",23,0.074,3.50131347231,0.562335815961,56.2335815961,1,1,0,1
S007,A,"(0, 1, 1, 0)",22,0.055,1.96470365179,0.563399188491,56.3399188491,0,1,1,0
S005,C,"(0, 1, 1, 0)",22,0.055,3.49027573329,0.563715533339,56.3715533339,0,1,1,0
S009,B,"(0, 0, 1, 0)",8,0.028,1.7424460165,0.564388495874,56.4388495874,0,0,1,0
S010,B,"(0, 1, 1, 0)",22,0.055,1.74076368205,0.564809079488,56.4809079488,0,1,1,0
S013,B,"(0, 1, 1, 0)",22,0.055,1.73797391828,0.56550652043,56.550652043,0,1,1,0
S010,A,"(1, 1, 0, 0)",17,0.039,1.95485965863,0.565586742526,56.5586742526,1,1,0,0
S013,A,"(1, 1, 0, 0)",17,0.039,1.95413226236,0.565748386142,56.5748386142,1,1,0,0
S005,C,"(0, 1, 0, 1)",20,0.062,3.4692337454,0.566345781826,56.6345781826,0,1,0,1
S014,B,"(1, 0, 0, 0)",3,0.012,1.7295915847,0.567602103825,56.7602103825,1,0,0,0
S005,C,"(1, 0, 1, 1)",17,0.075,3.44019852173,0.569975184784,56.9975184784,1,0,1,1
S005,C,"(1, 1, 0, 0)",17,0.039,3.44019852173,0.569975184784,56.9975184784,1,1,0,0
S005,B,"(0, 0, 1, 1)",14,0.063,1.71986288691,0.570034278272,57.0034278272,0,0,1,1
S005,B,"(0, 1, 0, 0)",14,0.027,1.71986288691,0.570034278272,57.0034278272,0,1,0,0
S010,A,"(0, 1, 0, 0)",14,0.027,1.92136388482,0.573030247818,57.3030247818,0,1,0,0
S013,A,"(0, 1, 0, 0)",14,0.027,1.92071743314,0.573173903747,57.3173903747,0,1,0,0
S005,C,"(0, 0, 1, 1)",14,0.063,3.41414496629,0.573231879213,57.3231879213,0,0,1,1
S005,C,"(0, 1, 0, 0)",14,0.027,3.41414496629,0.573231879213,57.3231879213,0,1,0,0
S007,C,"(1, 2, 1, 1)",45,0.129,3.40380040644,0.574524949195,57.4524949195,1,2,1,1
S009,B,"(1, 0, 0, 0)",3,0.012,1.69939429325,0.575151426688,57.5151426688,1,0,0,0
S005,C,"(1, 0, 1, 0)",11,0.04,3.39107826845,0.576115216444,57.6115216444,1,0,1,0
S007,B,"(0, 1, 1, 0)",22,0.055,1.69501432999,0.576246417503,57.6246417503,0,1,1,0
S005,C,"(1, 0, 0, 1)",9,0.047,3.37740485507,0.577824393117,57.7824393117,1,0,0,1
S007,A,"(1, 1, 0, 0)",17,0.039,1.89931620188,0.577929732916,57.7929732916,1,1,0,0
S005,C,"(0, 0, 1, 0)",8,0.028,3.37110101436,0.578612373205,57.8612373205,0,0,1,0
S010,A,"(1, 0, 1, 0)",11,0.04,1.89247115578,0.57945085427,57.945085427,1,0,1,0
S013,A,"(1, 0, 1, 0)",11,0.04,1.8919679407,0.579562679845,57.9562679845,1,0,1,0
S005,C,"(0, 0, 0, 1)",6,0.035,3.35962199043,0.580047251196,58.0047251196,0,0,0,1
S005,B,"(1, 0, 1, 0)",11,0.04,1.67756061056,0.580609847361,58.0609847361,1,0,1,0
S007,C,"(0, 2, 1, 1)",42,0.117,3.3488475606,0.581394054925,58.1394054925,0,2,1,1
S005,C,"(1, 0, 0, 0)",3,0.012,3.34557314945,0.581803356319,58.1803356319,1,0,0,0
S010,A,"(0, 0, 1, 0)",8,0.028,1.86793772919,0.584902726846,58.4902726846,0,0,1,0
S013,A,"(0, 0, 1, 0)",8,0.028,1.86763674419,0.584969612401,58.4969612401,0,0,1,0
S007,A,"(0, 1, 0, 0)",14,0.027,1.86663659885,0.585191866923,58.5191866923,0,1,0,0
S005,B,"(1, 0, 0, 1)",9,0.047,1.65387417575,0.586531456062,58.6531456062,1,0,0,1
S007,B,"(0, 1, 0, 1)",20,0.062,1.65073572301,0.587316069249,58.7316069249,0,1,0,1
S007,C,"(1, 2, 1, 0)",39,0.094,3.2983035259,0.587712059263,58.7712059263,1,2,1,0
S005,B,"(0, 0, 1, 0)",8,0.028,1.64328659118,0.589178352206,58.9178352206,0,0,1,0
S010,B,"(1, 1, 0, 0)",17,0.039,1.6361483411,0.590962914725,59.0962914725,1,1,0,0
S007,A,"(1, 0, 1, 0)",11,0.04,1.83831948876,0.591484558052,59.1484558052,1,0,1,0
S007,C,"(1, 2, 0, 1)",37,0.101,3.26685093905,0.591643632618,59.1643632618,1,2,0,1
S013,A,"(1, 0, 0, 0)",3,0.012,1.83715060179,0.591744310714,59.1744310714,1,0,0,0
S010,A,"(1, 0, 0, 0)",3,0.012,1.83698013648,0.591782191894,59.1782191894,1,0,0,0
S013,B,"(1, 1, 0, 0)",17,0.039,1.6328332334,0.59179169165,59.179169165,1,1,0,0
S007,C,"(0, 2, 1, 0)",36,0.082,3.25175690701,0.593530386623,59.3530386623,0,2,1,0
S005,B,"(0, 0, 0, 1)",6,0.035,1.6245391832,0.593865204201,59.3865204201,0,0,0,1
S013,C,"(1, 1, 1, 0)",25,0.067,3.24513387629,0.594358265464,59.4358265464,1,1,1,0
S007,A,"(1, 0, 0, 1)",9,0.047,1.82174211629,0.595168418603,59.5168418603,1,0,0,1
S010,C,"(1, 1, 1, 0)",25,0.067,3.22999526196,0.596250592256,59.6250592256,1,1,1,0
S007,A,"(0, 0, 1, 0)",8,0.028,1.81413386709,0.596859140646,59.6859140646,0,0,1,0
S007,C,"(0, 2, 0, 1)",34,0.089,3.22277275516,0.597153405605,59.7153405605,0,2,0,1
S013,C,"(0, 1, 1, 0)",22,0.055,3.21281608769,0.598397989039,59.8397989039,0,1,1,0
S005,B,"(1, 0, 0, 0)",3,0.012,1.60257746886,0.599355632785,59.9355632785,1,0,0,0
S007,A,"(0, 0, 0, 1)",6,0.035,1.80029749628,0.599933889715,59.9933889715,0,0,0,1
S010,C,"(0, 1, 1, 0)",22,0.055,3.19758188098,0.600302264878,60.0302264878,0,1,1,0
S007,B,"(1, 1, 0, 0)",17,0.039,1.59430895467,0.601422761334,60.1422761334,1,1,0,0
S007,C,"(1, 1, 1, 1)",31,0.102,3.18214432376,0.602231959531,60.2231959531,1,1,1,1
S007,C,"(1, 2, 0, 0)",31,0.066,3.18214432376,0.602231959531,60.2231959531,1,2,0,0
S010,B,"(0, 1, 0, 0)",14,0.027,1.58790443016,0.60302389246,60.302389246,0,1,0,0
S007,A,"(1, 0, 0, 0)",3,0.012,1.78323693867,0.60372512474,60.372512474,1,0,0,0
S013,B,"(0, 1, 0, 0)",14,0.027,1.58447068373,0.603882329068,60.3882329068,0,1,0,0
S013,C,"(1, 1, 0, 0)",17,0.039,3.16526702008,0.60434162249,60.434162249,1,1,0,0
S010,C,"(1, 1, 0, 0)",17,0.039,3.14978918879,0.606276351402,60.6276351402,1,1,0,0
S007,C,"(0, 1, 1, 1)",28,0.09,3.14470672341,0.606911659574,60.6911659574,0,1,1,1
S007,C,"(0, 2, 0, 0)",28,0.054,3.14470672341,0.606911659574,60.6911659574,0,2,0,0
S013,C,"(0, 1, 0, 0)",14,0.027,3.14040418773,0.607449476534,60.7449476534,0,1,0,0
S010,C,"(0, 1, 0, 0)",14,0.027,3.1247312248,0.6094085969,60.94085969,0,1,0,0
S013,C,"(1, 0, 1, 0)",11,0.04,3.11828422122,0.610214472348,61.0214472348,1,0,1,0
S007,C,"(1, 1, 1, 0)",25,0.067,3.11024654974,0.611219181282,61.1219181282,1,1,1,0
S010,C,"(1, 0, 1, 0)",11,0.04,3.10237950366,0.612202562043,61.2202562043,1,0,1,0
S013,C,"(0, 0, 1, 0)",8,0.028,3.09900132662,0.612624834173,61.2624834173,0,0,1,0
S010,B,"(1, 0, 1, 0)",11,0.04,1.5481243097,0.612968922575,61.2968922575,1,0,1,0
S007,B,"(0, 0, 1, 1)",14,0.063,1.54765194162,0.613087014594,61.3087014594,0,0,1,1
S007,B,"(0, 1, 0, 0)",14,0.027,1.54765194162,0.613087014594,61.3087014594,0,1,0,0
S013,B,"(1, 0, 1, 0)",11,0.04,1.54468646317,0.613828384207,61.3828384207,1,0,1,0
S007,C,"(1, 1, 0, 1)",23,0.074,3.08884106884,0.613894866395,61.3894866395,1,1,0,1
S010,C,"(0, 0, 1, 0)",8,0.028,3.08282697359,0.614646628302,61.4646628302,0,0,1,0
S001,C,"(0, 4, 3, 0)",80,0.192,3.08169695085,0.614787881144,61.4787881144,0,4,3,0
S007,C,"(0, 1, 1, 0)",22,0.055,3.07859277447,0.615175903191,61.5175903191,0,1,1,0
S013,C,"(1, 0, 0, 0)",3,0.012,3.07399620774,0.615750474032,61.5750474032,1,0,0,0
S007,C,"(0, 1, 0, 1)",20,0.062,3.0589836444,0.61762704445,61.762704445,0,1,0,1
S010,C,"(1, 0, 0, 0)",3,0.012,3.05727722128,0.61784034734,61.784034734,1,0,0,0
S001,C,"(1, 4, 1, 2)",79,0.218,3.03769659224,0.62028792597,62.028792597,1,4,1,2
S001,C,"(1, 5, 0, 1)",79,0.182,3.03769659224,0.62028792597,62.028792597,1,5,0,1
S007,C,"(1, 0, 1, 1)",17,0.075,3.03174053685,0.621032432893,62.1032432893,1,0,1,1
S007,C,"(1, 1, 0, 0)",17,0.039,3.03174053685,0.621032432893,62.1032432893,1,1,0,0
S010,B,"(0, 0, 1, 0)",8,0.028,1.5156181929,0.621095451775,62.1095451775,0,0,1,0
S013,B,"(0, 0, 1, 0)",8,0.028,1.51227468377,0.621931329056,62.1931329056,0,0,1,0
S007,B,"(1, 0, 1, 0)",11,0.04,1.50901640742,0.622745898145,62.2745898145,1,0,1,0
S007,C,"(0, 0, 1, 1)",14,0.063,3.00705778973,0.624117776284,62.4117776284,0,0,1,1
S007,C,"(0, 1, 0, 0)",14,0.027,3.00705778973,0.624117776284,62.4117776284,0,1,0,0
S001,C,"(0, 3, 3, 2)",78,0.235,2.99576926272,0.62552884216,62.552884216,0,3,3,2
S001,C,"(0, 4, 2, 1)",78,0.199,2.99576926272,0.62552884216,62.552884216,0,4,2,1
S001,C,"(0, 5, 1, 0)",78,0.163,2.99576926272,0.62552884216,62.552884216,0,5,1,0
S001,C,"(2, 3, 3, 1)",78,0.224,2.99576926272,0.62552884216,62.552884216,2,3,3,1
S001,C,"(2, 4, 2, 0)",78,0.188,2.99576926272,0.62552884216,62.552884216,2,4,2,0
S007,C,"(1, 0, 1, 0)",11,0.04,2.98493985914,0.626882517608,62.6882517608,1,0,1,0
S007,B,"(1, 0, 0, 1)",9,0.047,1.48713648908,0.628215877729,62.8215877729,1,0,0,1
S007,C,"(1, 0, 0, 1)",9,0.047,2.97165812873,0.628542733909,62.8542733909,1,0,0,1
S007,C,"(0, 0, 1, 0)",8,0.028,2.96547483589,0.629315645514,62.9315645514,0,0,1,0
S007,B,"(0, 0, 1, 0)",8,0.028,1.47727474263,0.630681314342,63.0681314342,0,0,1,0
S007,C,"(0, 0, 0, 1)",6,0.035,2.95407742911,0.630740321361,63.0740321361,0,0,0,1
S010,B,"(1, 0, 0, 0)",3,0.012,1.47631345963,0.630921635092,63.0921635092,1,0,0,0
S013,B,"(1, 0, 0, 0)",3,0.012,1.47332844078,0.631667889804,63.1667889804,1,0,0,0
S007,C,"(1, 0, 0, 0)",3,0.012,2.939703138,0.63253710775,63.253710775,1,0,0,0
S007,B,"(0, 0, 0, 1)",6,0.035,1.4596359698,0.635091007549,63.5091007549,0,0,0,1
S001,C,"(0, 4, 1, 2)",76,0.206,2.91758230758,0.635302211552,63.5302211552,0,4,1,2
S001,C,"(0, 5, 0, 1)",76,0.17,2.91758230758,0.635302211552,63.5302211552,0,5,0,1
S001,C,"(2, 3, 2, 2)",76,0.231,2.91758230758,0.635302211552,63.5302211552,2,3,2,2
S001,C,"(2, 4, 1, 1)",76,0.195,2.91758230758,0.635302211552,63.5302211552,2,4,1,1
S001,C,"(2, 5, 0, 0)",76,0.159,2.91758230758,0.635302211552,63.5302211552,2,5,0,0
S001,C,"(1, 3, 3, 1)",75,0.212,2.88107709056,0.63986536368,63.986536368,1,3,3,1
S001,C,"(1, 4, 2, 0)",75,0.176,2.88107709056,0.63986536368,63.986536368,1,4,2,0
S007,B,"(1, 0, 0, 0)",3,0.012,1.43846688926,0.640383277684,64.0383277684,1,0,0,0
S001,C,"(2, 4, 0, 2)",74,0.202,2.84615115245,0.644231105944,64.4231105944,2,4,0,2
S001,C,"(1, 3, 2, 2)",73,0.219,2.81270630289,0.648411712138,64.8411712138,1,3,2,2
S001,C,"(1, 4, 1, 1)",73,0.183,2.81270630289,0.648411712138,64.8411712138,1,4,1,1
S001,C,"(1, 5, 0, 0)",73,0.147,2.81270630289,0.648411712138,64.8411712138,1,5,0,0
S001,C,"(0, 3, 3, 1)",72,0.2,2.78065240939,0.652418448826,65.2418448826,0,3,3,1
S001,C,"(0, 4, 2, 0)",72,0.164,2.78065240939,0.652418448826,65.2418448826,0,4,2,0
S001,C,"(2, 3, 3, 0)",72,0.189,2.78065240939,0.652418448826,65.2418448826,2,3,3,0
S001,C,"(1, 4, 0, 2)",71,0.19,2.74990659026,0.656261676217,65.6261676217,1,4,0,2
S001,C,"(0, 3, 2, 2)",70,0.207,2.72039250275,0.659950937157,65.9950937157,0,3,2,2
S001,C,"(0, 4, 1, 1)",70,0.171,2.72039250275,0.659950937157,65.9950937157,0,4,1,1
S001,C,"(0, 5, 0, 0)",70,0.135,2.72039250275,0.659950937157,65.9950937157,0,5,0,0
S001,C,"(2, 2, 3, 2)",70,0.232,2.72039250275,0.659950937157,65.9950937157,2,2,3,2
S001,C,"(2, 3, 2, 1)",70,0.196,2.72039250275,0.659950937157,65.9950937157,2,3,2,1
S001,C,"(2, 4, 1, 0)",70,0.16,2.72039250275,0.659950937157,65.9950937157,2,4,1,0
S001,C,"(1, 3, 3, 0)",69,0.177,2.6920397136,0.6634950358,66.34950358,1,3,3,0
S001,C,"(0, 4, 0, 2)",68,0.178,2.66478314105,0.666902107368,66.6902107368,0,4,0,2
S001,C,"(2, 3, 1, 2)",68,0.203,2.66478314105,0.666902107368,66.6902107368,2,3,1,2
S001,C,"(2, 4, 0, 1)",68,0.167,2.66478314105,0.666902107368,66.6902107368,2,4,0,1
S001,C,"(1, 2, 3, 2)",67,0.22,2.63856255907,0.670179680116,67.0179680116,1,2,3,2
S001,C,"(1, 3, 2, 1)",67,0.184,2.63856255907,0.670179680116,67.0179680116,1,3,2,1
S001,C,"(1, 4, 1, 0)",67,0.148,2.63856255907,0.670179680116,67.0179680116,1,4,1,0
S001,C,"(0, 3, 3, 0)",66,0.165,2.61332215577,0.673334730528,67.3334730528,0,3,3,0
S006,C,"(1, 3, 1, 1)",59,0.156,2.59973167683,0.675033540396,67.5033540396,1,3,1,1
S006,B,"(0, 2, 0, 0)",28,0.054,1.29494031771,0.676264920574,67.6264920574,0,2,0,0
S001,C,"(1, 3, 1, 2)",65,0.191,2.58901013942,0.676373732573,67.6373732573,1,3,1,2
S001,C,"(1, 4, 0, 1)",65,0.155,2.58901013942,0.676373732573,67.6373732573,1,4,0,1
S001,C,"(0, 2, 3, 2)",64,0.208,2.56557838592,0.679302701759,67.9302701759,0,2,3,2
S001,C,"(0, 3, 2, 1)",64,0.172,2.56557838592,0.679302701759,67.9302701759,0,3,2,1
S001,C,"(0, 4, 1, 0)",64,0.136,2.56557838592,0.679302701759,67.9302701759,0,4,1,0
