from_id,to_id,type_id,flight_s,horizontal_energy_factor,climb_energy_per_kg
S011,S003,B,543.7213544,21430.69997,0.001223267228
S011,S003,C,584.9684048,42861.39993,0.001223267228
S011,S004,A,553.1417162,24317.6316,0.0005638782738
S011,S004,B,463.076414,21615.67253,0.0005638782738
S011,S004,C,486.2962333,43231.34507,0.0005638782738
S011,S005,A,339.7328412,12612.43621,0.0005124614769
S011,S005,B,293.0201145,11211.05441,0.0005124614769
S011,S005,C,317.3049345,22422.10881,0.0005124614769
S011,S006,A,381.2084712,15344.22087,0.0007126755516
S011,S006,B,324.3780235,13639.30744,0.0007126755516
S011,S006,C,345.5026219,27278.61487,0.0007126755516
S011,S007,A,348.1691848,12755.19196,0.0008591236575
S011,S007,B,300.9277331,11337.94841,0.0008591236575
S011,S007,C,325.1336254,22675.89682,0.0008591236575
S011,S008,A,567.680481,23972.49242,0.000759775142
S011,S008,B,478.893472,21308.88215,0.000759775142
S011,S008,C,506.4828894,42617.7643,0.000759775142
S011,S009,A,429.2763761,19466.28483,0.000391840983
S011,S009,B,357.1790249,17303.3643,0.000391840983
S011,S009,C,372.6503022,34606.72859,0.000391840983
S011,S010,A,598.6797416,26434.14998,0.0008510573132
S011,S010,B,500.7754824,23497.02221,0.0008510573132
S011,S010,C,524.3160382,46994.04441,0.0008510573132
S011,S012,A,701.129949,31072.65501,0.00078827972
S011,S012,B,586.0460416,27620.13779,0.00078827972
S011,S012,C,614.0011352,55240.27557,0.00078827972
S011,S013,A,502.2587404,23553.40393,0.0006290360979
S011,S013,B,415.023911,20936.35905,0.0006290360979
S011,S013,C,428.7740459,41872.7181,0.0006290360979
S011,S014,A,836.5285981,32076.69769,0.001537838724
S011,S014,B,717.7260141,28512.62017,0.001537838724
S011,S014,C,771.5804863,57025.24034,0.001537838724
S011,S015,A,459.7154378,15577.89983,0.001424955626
S011,S015,B,402.0195125,13847.02207,0.001424955626
S011,S015,C,438.5512878,27694.04413,0.001424955626
S012,O01,A,774.6690764,33260.13073,0.0005050916402
S012,O01,B,651.4834071,29564.56065,0.0005050916402
S012,O01,C,688.9435729,59129.1213,0.0005050916402
S012,S001,A,544.1239963,21143.75127,0.0005894568824
S012,S001,B,465.8138064,18794.44557,0.0005894568824
S012,S001,C,501.3604079,37588.89114,0.0005894568824
S012,S002,A,374.2716014,13824.40765,0.0004857101067
S012,S002,B,323.0700916,12288.36236,0.0004857101067
S012,S002,C,350.4964671,24576.72471,0.0004857101067
S012,S003,A,1192.389332,53191.30236,0.001190981807
S012,S003,B,995.3845082,47281.15765,0.001190981807
S012,S003,C,1041.97933,94562.3153,0.001190981807
S012,S004,A,521.4540505,23790.72319,0.0003110242534
S012,S004,B,433.3402609,21147.3095,0.0003110242534
S012,S004,C,452.1914206,42294.61901,0.0003110242534
S012,S005,A,564.0590538,25310.48611,0.0003169121929
S012,S005,B,470.3165127,22498.20988,0.0003169121929
S012,S005,C,492.7570463,44996.41975,0.0003169121929
S012,S006,A,932.6530724,44959.52434,0.0005885088312
S012,S006,B,766.1363156,39964.02163,0.0005885088312
S012,S006,C,788.5611538,79928.04327,0.0005885088312
S012,S007,A,908.405135,43494.39734,0.0006729345751
S012,S007,B,747.3147745,38661.68652,0.0006729345751
S012,S007,C,770.0887138,77323.37304,0.0006729345751
S012,S008,A,705.9799394,34788.29008,0.0003002272537
S012,S008,B,577.1344206,30922.92451,0.0003002272537
S012,S008,C,591.2499536,61845.84902,0.0003002272537
S012,S009,A,327.2175552,13381.73116,0.0003069103739
S012,S009,B,277.6555879,11894.87214,0.0003069103739
S012,S009,C,296.155524,23789.74428,0.0003069103739
S012,S010,A,442.3511485,17779.58584,0.0007316786498
S012,S010,B,376.5008306,15804.0763,0.0007316786498
S012,S010,C,401.5525485,31608.1526,0.0007316786498
S012,S011,A,705.6432824,31072.65501,0.0005321415236
S012,S011,B,590.5593749,27620.13779,0.0005321415236
S012,S011,C,620.7711352,55240.27557,0.0005321415236
S012,S013,A,324.117517,12849.02178,0.0005929632055
S012,S013,B,276.5285474,11421.35269,0.0005929632055
S012,S013,C,295.4596086,22842.70538,0.0005929632055
S012,S014,A,610.4386979,24546.73116,0.0009511006045
S012,S014,B,519.5248788,21819.31658,0.0009511006045
S012,S014,C,554.3025158,43638.63317,0.0009511006045
S012,S015,A,922.4628681,41942.64473,0.001153742595
S012,S015,B,767.1197395,37282.35087,0.001153742595
S012,S015,C,798.4741088,74564.70175,0.001153742595
S013,O01,A,528.5480753,21822.91585,0.0001796441461
S013,O01,B,447.722461,19398.14742,0.0001796441461
S013,O01,C,478.0360983,38796.29484,0.0001796441461
S013,S001,A,328.242131,13046.98702,0.0001008693001
S013,S001,B,279.9199568,11597.3218,0.0001008693001
S013,S001,C,301.133425,23194.6436,0.0001008693001
S013,S002,A,449.9400164,20431.03193,9.651653153e-05
S013,S002,B,374.2695277,18160.91727,9.651653153e-05
S013,S002,C,391.7412489,36321.83454,9.651653153e-05
S013,S003,A,1035.031143,47518.4836,0.0007727443347
S013,S003,B,859.0367593,42238.65209,0.0007727443347
S013,S003,C,894.3974921,84477.30418,0.0007727443347
S013,S004,A,580.8687692,27885.7539,7.793479715e-05
S013,S004,B,477.5881992,24787.3368,7.793479715e-05
S013,S004,C,493.3613626,49574.6736,7.793479715e-05
S013,S005,A,513.9803291,23469.53724,8.605205985e-05
S013,S005,B,427.0561171,20861.81088,8.605205985e-05
S013,S005,C,446.5168601,41723.62175,8.605205985e-05
S013,S006,A,694.509199,35024.60796,0.0001606857776
S013,S006,B,564.7884288,31132.98485,0.0001606857776
S013,S006,C,575.556917,62265.96971,0.0001606857776
S013,S007,A,731.9179186,36253.25819,0.0003058453375
S013,S007,B,597.646592,32225.11839,0.0003058453375
S013,S007,C,611.4396114,64450.23679,0.0003058453375
S013,S008,A,729.0423387,36249.95122,0.0001311832692
S013,S008,B,594.7832601,32222.17886,0.0001311832692
S013,S008,C,608.6421114,64444.35772,0.0001311832692
S013,S009,A,331.4009344,14451.21082,7.793479715e-05
S013,S009,B,277.8779314,12845.52073,7.793479715e-05
S013,S009,C,293.4810948,25691.04146,7.793479715e-05
S013,S010,A,226.6691228,6204.10584,0.0005764826094
S013,S010,B,203.690953,5514.760747,0.0005764826094
S013,S010,C,229.0960153,11029.52149,0.0005764826094
S013,S011,A,511.5654071,23553.40393,0.0001008693001
S013,S011,B,424.3305777,20936.35905,0.0001008693001
S013,S011,C,442.7340459,41872.7181,0.0001008693001
S013,S012,A,328.9108503,12849.02178,0.0003209346041
S013,S012,B,281.3218808,11421.35269,0.0003209346041
S013,S012,C,302.6496086,22842.70538,0.0003209346041
S013,S014,A,394.0436408,14073.44813,0.0006869207031
S013,S014,B,341.9197588,12509.73167,0.0006869207031
S013,S014,C,372.2498113,25019.46334,0.0006869207031
S013,S015,A,814.0327182,37578.64984,0.0008628892139
S013,S015,B,674.8525336,33403.2443,0.0008628892139
S013,S015,C,700.5843053,66806.48861,0.0008628892139
S014,O01,A,717.642776,24387.91335,0.000911607523
S014,O01,B,627.317171,21678.1452,0.000911607523
S014,O01,C,689.8050689,43356.2904,0.000911607523
S014,S001,A,682.4763959,23384.12894,0.000942264758
S014,S001,B,595.8685109,20785.89239,0.000942264758
S014,S001,C,654.0769134,41571.78478,0.000942264758
S014,S002,A,805.3269867,34446.56171,0.0005924216236
S014,S002,B,677.7471285,30619.16597,0.0005924216236
S014,S002,C,716.9943321,61238.33194,0.0005924216236
S014,S003,A,1214.508732,55740.9812,0.0009145667913
S014,S003,B,1008.060653,49547.53884,0.0009145667913
S014,S003,C,1049.598912,99095.07769,0.0009145667913
S014,S004,A,973.4897356,41824.43583,0.0007732804899
S014,S004,B,818.5844177,37177.27629,0.0007732804899
S014,S004,C,864.9187691,74354.55258,0.0007732804899
S014,S005,A,913.4680849,35982.9311,0.0009529987159
S014,S005,B,780.1979697,31984.82764,0.0009529987159
S014,S005,C,837.7792217,63969.65529,0.0009529987159
S014,S006,A,918.3536559,38684.95789,0.0009672796392
S014,S006,B,775.0760341,34386.62923,0.0009672796392
S014,S006,C,821.3063857,68773.25847,0.0009672796392
S014,S007,A,976.6142942,43580.88324,0.0008696431811
S014,S007,B,815.2036155,38738.56288,0.0008696431811
S014,S007,C,853.7629112,77477.12576,0.0008696431811
S014,S008,A,1123.760052,49389.78979,0.0009136689657
S014,S008,B,940.8349051,43902.03537,0.0009136689657
S014,S008,C,989.0936132,87804.07074,0.0009136689657
S014,S009,A,722.6727032,28420.52323,0.0007633932084
S014,S009,B,617.4115061,25262.68731,0.0007633932084
S014,S009,C,663.1403055,50525.37463,0.0007633932084
S014,S010,A,282.673297,7889.400739,0.0007058501602
S014,S010,B,253.4532942,7012.800657,0.0007058501602
S014,S010,C,284.4872222,14025.60131,0.0007058501602
S014,S011,A,845.7885981,32076.69769,0.001012320327
S014,S011,B,726.9860141,28512.62017,0.001012320327
S014,S011,C,785.4704863,57025.24034,0.001012320327
S014,S012,A,615.1853646,24546.73116,0.0006817204038
S014,S012,B,524.2715455,21819.31658,0.0006817204038
S014,S012,C,561.4225158,43638.63317,0.0006817204038
S014,S013,A,393.9969741,14073.44813,0.000689569104
S014,S013,B,341.8730921,12509.73167,0.000689569104
S014,S013,C,372.1798113,25019.46334,0.000689569104
S014,S015,A,1034.088969,47507.71573,0.001051018505
S014,S015,B,858.1344659,42229.08065,0.001051018505
S014,S015,C,892.0836603,84458.1613,0.001051018505
S015,O01,A,710.8865283,27043.94201,0.0003681249007
S015,O01,B,610.7237801,24039.05957,0.0003681249007
S015,O01,C,661.6203226,48078.11914,0.0003681249007
S015,S001,A,664.7044413,24755.75848,0.0004646626309
S015,S001,B,573.0164469,22005.11865,0.0004646626309
S015,S001,C,622.5356445,44010.2373,0.0004646626309
S015,S002,A,823.3535376,32250.6871,0.0006403554206
S015,S002,B,703.9065483,28667.27742,0.0006403554206
S015,S002,C,757.6153191,57334.55484,0.0006403554206
S015,S003,A,282.3058959,11776.32334,5.069366395e-05
S015,S003,B,238.6898836,10467.84297,5.069366395e-05
S015,S003,C,254.5230277,20935.68593,5.069366395e-05
S015,S004,A,728.2519815,25424.34591,0.0008200623313
S015,S004,B,634.0877374,22599.41859,0.0008200623313
S015,S004,C,694.8329103,45198.83718,0.0008200623313
S015,S005,A,530.4915118,16902.45328,0.0005452427115
S015,S005,B,467.8898329,15024.40292,0.0005452427115
S015,S005,C,519.8587233,30048.80583,0.0005452427115
S015,S006,A,583.8763876,21080.10371,0.0006687595474
S015,S006,B,505.8019294,18737.86997,0.0006687595474
S015,S006,C,551.2319514,37475.73993,0.0006687595474
S015,S007,A,256.1859374,9987.079391,0.0001075183131
S015,S007,B,219.1967545,8877.403903,0.0001075183131
S015,S007,C,236.5331233,17754.80781,0.0001075183131
S015,S008,A,581.9150395,17681.99539,0.0008927037675
S015,S008,B,516.4261676,15717.32924,0.0008927037675
S015,S008,C,576.1113223,31434.65848,0.0008927037675
S015,S009,A,707.270893,28641.48764,0.0004079550594
S015,S009,B,601.1913091,25459.10013,0.0004079550594
S015,S009,C,643.6124395,50918.20026,0.0004079550594
S015,S010,A,921.0977424,41389.11927,0.0005441564533
S015,S010,B,767.8047081,36790.32824,0.0005441564533
S015,S010,C,804.0657469,73580.65648,0.0005441564533
S015,S011,A,477.2087711,15577.89983,0.0004321836505
S015,S011,B,419.5128458,13847.02207,0.0004321836505
S015,S011,C,464.7912878,27694.04413,0.0004321836505
S015,S012,A,935.4428681,41942.64473,0.0004171088165
S015,S012,B,780.0997395,37282.35087,0.0004171088165
S015,S012,C,817.9441088,74564.70175,0.0004171088165
S015,S013,A,822.2193849,37578.64984,0.0003982840365
S015,S013,B,683.0392003,33403.2443,0.0003982840365
S015,S013,C,712.8643053,66806.48861,0.0003982840365
S015,S014,A,1042.322302,47507.71573,0.0005837649266
S015,S014,B,866.3677993,42229.08065,0.0005837649266
S015,S014,C,904.4336603,84458.1613,0.0005837649266
