pattern_id,service_id,type_id,box_count,mass_kg,volume_m3,energy_kwh,flight_s,operation_s,return_soc,rho_max,medical_count,water_count,food_count,hygiene_count
S002-C-008,S002,C,2,22,0.055,4.83961497917,1231.84216605,1843.84216605,0.395048127603,0.395048127603,0,1,1,0
S002-B-009,S002,B,2,28,0.054,2.87020727996,1186.72408132,1756.72408132,0.28244818001,0.28244818001,0,2,0,0
S002-C-009,S002,C,2,28,0.054,4.93790575662,1231.84216605,1843.84216605,0.382761780422,0.382761780422,0,2,0,0
S002-A-010,S002,A,2,9,0.047,2.80625270664,1433.77520846,2003.77520846,0.376388287414,0.376388287414,1,0,0,1
S002-B-010,S002,B,2,9,0.047,2.27053648735,1186.72408132,1756.72408132,0.432365878162,0.432365878162,1,0,0,1
S002-C-010,S002,C,2,9,0.047,4.68600365405,1231.84216605,1843.84216605,0.414249543244,0.414249543244,1,0,0,1
S002-A-011,S002,A,2,11,0.04,2.83009098181,1433.77520846,2003.77520846,0.37109089293,0.37109089293,1,0,1,0
S002-B-011,S002,B,2,11,0.04,2.30304172463,1186.72408132,1756.72408132,0.424239568842,0.424239568842,1,0,1,0
S002-C-011,S002,C,2,11,0.04,4.70445523277,1231.84216605,1843.84216605,0.411943095903,0.411943095903,1,0,1,0
S002-A-012,S002,A,2,17,0.039,2.92001768469,1433.77520846,2003.77520846,0.351107181181,0.351107181181,1,1,0,0
S002-B-012,S002,B,2,17,0.039,2.43267974345,1186.72408132,1756.72408132,0.391830064138,0.391830064138,1,1,0,0
S002-C-012,S002,C,2,17,0.039,4.77117864722,1231.84216605,1843.84216605,0.403602669098,0.403602669098,1,1,0,0
S002-C-013,S002,C,3,22,0.091,4.83961497917,1231.84216605,1909.84216605,0.395048127603,0.395048127603,0,0,2,1
S002-C-014,S002,C,3,28,0.09,4.93790575662,1231.84216605,1909.84216605,0.382761780422,0.382761780422,0,1,1,1
S002-C-015,S002,C,3,30,0.083,4.97488194923,1231.84216605,1909.84216605,0.378139756346,0.378139756346,0,1,2,0
S002-C-016,S002,C,3,34,0.089,5.05573210277,1231.84216605,1909.84216605,0.368033487154,0.368033487154,0,2,0,1
S002-C-017,S002,C,3,36,0.082,5.09984914396,1231.84216605,1909.84216605,0.362518857005,0.362518857005,0,2,1,0
S002-C-018,S002,C,3,42,0.081,5.24877105836,1231.84216605,1909.84216605,0.343903617705,0.343903617705,0,3,0,0
S002-C-019,S002,C,3,17,0.075,4.77117864722,1231.84216605,1909.84216605,0.403602669098,0.403602669098,1,0,1,1
S002-B-020,S002,B,3,19,0.068,2.48890701921,1186.72408132,1816.72408132,0.377773245197,0.377773245197,1,0,2,0
S002-C-020,S002,C,3,19,0.068,4.79713836863,1231.84216605,1909.84216605,0.400357703922,0.400357703922,1,0,2,0
S002-C-021,S002,C,3,23,0.074,4.8547370781,1231.84216605,1909.84216605,0.393157865237,0.393157865237,1,1,0,1
S002-B-022,S002,B,3,25,0.067,2.7134729412,1186.72408132,1816.72408132,0.321631764699,0.321631764699,1,1,1,0
S002-C-022,S002,C,3,25,0.067,4.8864668518,1231.84216605,1909.84216605,0.389191643525,0.389191643525,1,1,1,0
S002-C-023,S002,C,3,31,0.066,4.99421123778,1231.84216605,1909.84216605,0.375723595277,0.375723595277,1,2,0,0
S002-C-024,S002,C,4,36,0.118,5.09984914396,1231.84216605,1975.84216605,0.362518857005,0.362518857005,0,1,2,1
S002-C-025,S002,C,4,42,0.117,5.24877105836,1231.84216605,1975.84216605,0.343903617705,0.343903617705,0,2,1,1
S002-C-026,S002,C,4,44,0.11,5.30454667886,1231.84216605,1975.84216605,0.336931665142,0.336931665142,0,2,2,0
S002-C-027,S002,C,4,48,0.116,5.42664121546,1231.84216605,1975.84216605,0.321669848068,0.321669848068,0,3,0,1
S002-C-028,S002,C,4,50,0.109,5.49350348058,1231.84216605,1975.84216605,0.313312064928,0.313312064928,0,3,1,0
S002-C-029,S002,C,4,56,0.108,5.72135620385,1231.84216605,1975.84216605,0.284830474518,0.284830474518,0,4,0,0
S002-C-030,S002,C,4,25,0.103,4.8864668518,1231.84216605,1975.84216605,0.389191643525,0.389191643525,1,0,2,1
S002-C-031,S002,C,4,31,0.102,4.99421123778,1231.84216605,1975.84216605,0.375723595277,0.375723595277,1,1,1,1
S002-C-032,S002,C,4,33,0.095,5.03462114637,1231.84216605,1975.84216605,0.370672356704,0.370672356704,1,1,2,0
S002-C-033,S002,C,4,37,0.101,5.12289155625,1231.84216605,1975.84216605,0.359638555468,0.359638555468,1,2,0,1
S002-C-034,S002,C,4,39,0.094,5.17104323159,1231.84216605,1975.84216605,0.353619596051,0.353619596051,1,2,1,0
S002-C-035,S002,C,4,45,0.093,5.33370504612,1231.84216605,1975.84216605,0.333286869235,0.333286869235,1,3,0,0
S002-C-036,S002,C,5,50,0.145,5.49350348058,1231.84216605,2041.84216605,0.313312064928,0.313312064928,0,2,2,1
S002-C-037,S002,C,5,56,0.144,5.72135620385,1231.84216605,2041.84216605,0.284830474518,0.284830474518,0,3,1,1
S002-C-038,S002,C,5,58,0.137,5.80776651651,1231.84216605,2041.84216605,0.274029185436,0.274029185436,0,3,2,0
S002-C-039,S002,C,5,62,0.143,5.99934674374,1231.84216605,2041.84216605,0.250081657032,0.250081657032,0,4,0,1
S002-C-040,S002,C,5,64,0.136,6.10579695278,1231.84216605,2041.84216605,0.236775380902,0.236775380902,0,4,1,0
S002-C-041,S002,C,5,39,0.13,5.17104323159,1231.84216605,2041.84216605,0.353619596051,0.353619596051,1,1,2,1
S002-C-042,S002,C,5,45,0.129,5.33370504612,1231.84216605,2041.84216605,0.333286869235,0.333286869235,1,2,1,1
S002-C-043,S002,C,5,47,0.122,5.39471844687,1231.84216605,2041.84216605,0.325660194142,0.325660194142,1,2,2,0
S002-C-044,S002,C,5,51,0.128,5.52852349864,1231.84216605,2041.84216605,0.30893456267,0.30893456267,1,3,0,1
S002-C-045,S002,C,5,53,0.121,5.60196121845,1231.84216605,2041.84216605,0.299754847693,0.299754847693,1,3,1,0
S002-C-046,S002,C,5,59,0.12,5.85320643191,1231.84216605,2041.84216605,0.268349196011,0.268349196011,1,4,0,0
S002-C-047,S002,C,6,64,0.172,6.10579695278,1231.84216605,2107.84216605,0.236775380902,0.236775380902,0,3,2,1
S002-C-048,S002,C,6,70,0.171,6.47761087536,1231.84216605,2107.84216605,0.19029864058,0.19029864058,0,4,1,1
S002-C-049,S002,C,6,72,0.164,6.62255368241,1231.84216605,2107.84216605,0.172180789699,0.172180789699,0,4,2,0
S002-C-050,S002,C,6,53,0.157,5.60196121845,1231.84216605,2107.84216605,0.299754847693,0.299754847693,1,2,2,1
S002-C-051,S002,C,6,59,0.156,5.85320643191,1231.84216605,2107.84216605,0.268349196011,0.268349196011,1,3,1,1
S002-C-052,S002,C,6,61,0.149,5.94891685318,1231.84216605,2107.84216605,0.256385393352,0.256385393352,1,3,2,0
S002-C-053,S002,C,6,65,0.155,6.16201286238,1231.84216605,2107.84216605,0.229748392202,0.229748392202,1,4,0,1
S002-C-054,S002,C,6,67,0.148,6.28097025631,1231.84216605,2107.84216605,0.214878717961,0.214878717961,1,4,1,0
S002-C-055,S002,C,7,78,0.199,7.14071300998,1231.84216605,2173.84216605,0.107410873753,0.107410873753,0,4,2,1
S002-C-056,S002,C,7,67,0.184,6.28097025631,1231.84216605,2173.84216605,0.214878717961,0.214878717961,1,3,2,1
S002-C-057,S002,C,7,73,0.183,6.69969419086,1231.84216605,2173.84216605,0.162538226142,0.162538226142,1,4,1,1
S002-C-058,S002,C,7,75,0.176,6.86432085036,1231.84216605,2173.84216605,0.141959893705,0.141959893705,1,4,2,0
S003-A-001,S003,A,1,6,0.035,2.83042632012,1692.73723069,2202.73723069,0.371016373306,0.371016373306,0,0,0,1
S003-B-001,S003,B,1,6,0.035,2.28826820154,1450.60966509,1960.60966509,0.427932949616,0.427932949616,0,0,0,1
S003-C-001,S003,C,1,6,0.035,4.67875643639,1560.17771116,2106.17771116,0.415155445452,0.415155445452,0,0,0,1
S003-A-002,S003,A,1,8,0.028,2.85133927211,1692.73723069,2202.73723069,0.366369050643,0.366369050643,0,0,1,0
S003-B-002,S003,B,1,8,0.028,2.31527228386,1450.60966509,1960.60966509,0.421181929036,0.421181929036,0,0,1,0
S003-C-002,S003,C,1,8,0.028,4.69576237178,1560.17771116,2106.17771116,0.413029703528,0.413029703528,0,0,1,0
S003-A-003,S003,A,1,14,0.027,2.93168898769,1692.73723069,2202.73723069,0.348513558291,0.348513558291,0,1,0,0
S003-B-003,S003,B,1,14,0.027,2.42425540252,1450.60966509,1960.60966509,0.393936149369,0.393936149369,0,1,0,0
S003-C-003,S003,C,1,14,0.027,4.7586195155,1560.17771116,2106.17771116,0.405172560562,0.405172560562,0,1,0,0
S003-A-004,S003,A,1,3,0.012,2.80497436926,1692.73723069,2202.73723069,0.376672362386,0.376672362386,1,0,0,0
S003-B-004,S003,B,1,3,0.012,2.25623474022,1450.60966509,1960.60966509,0.435941314945,0.435941314945,1,0,0,0
S003-C-004,S003,C,1,3,0.012,4.65760766002,1560.17771116,2106.17771116,0.417799042497,0.417799042497,1,0,0,0
S003-B-005,S003,B,2,14,0.063,2.42425540252,1450.60966509,2020.60966509,0.393936149369,0.393936149369,0,0,1,1
S003-C-005,S003,C,2,14,0.063,4.7586195155,1560.17771116,2172.17771116,0.405172560562,0.405172560562,0,0,1,1
S003-A-006,S003,A,2,16,0.056,2.96452515142,1692.73723069,2262.73723069,0.341216633017,0.341216633017,0,0,2,0
S003-B-006,S003,B,2,16,0.056,2.47125335618,1450.60966509,2020.60966509,0.382186660955,0.382186660955,0,0,2,0
S003-C-006,S003,C,2,16,0.056,4.78327366495,1560.17771116,2172.17771116,0.402090791882,0.402090791882,0,0,2,0
S003-B-007,S003,B,2,20,0.062,2.5856317335,1450.60966509,2020.60966509,0.353592066626,0.353592066626,0,1,0,1
S003-C-007,S003,C,2,20,0.062,4.83804512219,1560.17771116,2172.17771116,0.395244359726,0.395244359726,0,1,0,1
S003-A-008,S003,A,2,22,0.055,3.08377718085,1692.73723069,2262.73723069,0.314716182032,0.314716182032,0,1,1,0
S003-B-008,S003,B,2,22,0.055,2.65531060434,1450.60966509,2020.60966509,0.336172348915,0.336172348915,0,1,1,0
S003-C-008,S003,C,2,22,0.055,4.86820555219,1560.17771116,2172.17771116,0.391474305976,0.391474305976,0,1,1,0
S003-B-009,S003,B,2,28,0.054,2.93659968364,1450.60966509,2020.60966509,0.265850079091,0.265850079091,0,2,0,0
S003-C-009,S003,C,2,28,0.054,4.97035930047,1560.17771116,2172.17771116,0.378705087441,0.378705087441,0,2,0,0
S003-A-010,S003,A,2,9,0.047,2.86290117263,1692.73723069,2262.73723069,0.363799739415,0.363799739415,1,0,0,1
S003-B-010,S003,B,2,9,0.047,2.33044409871,1450.60966509,2020.60966509,0.417388975322,0.417388975322,1,0,0,1
S003-C-010,S003,C,2,9,0.047,4.70504161128,1560.17771116,2172.17771116,0.41186979859,0.41186979859,1,0,0,1
S003-A-011,S003,A,2,11,0.04,2.88820498028,1692.73723069,2262.73723069,0.35817667105,0.35817667105,1,0,1,0
S003-B-011,S003,B,2,11,0.04,2.36424214178,1450.60966509,2020.60966509,0.408939464554,0.408939464554,1,0,1,0
S003-C-011,S003,C,2,11,0.04,4.72506607569,1560.17771116,2172.17771116,0.409366740539,0.409366740539,1,0,1,0
S003-A-012,S003,A,2,17,0.039,2.98216134432,1692.73723069,2262.73723069,0.337297479041,0.337297479041,1,1,0,0
S003-B-012,S003,B,2,17,0.039,2.49711840215,1450.60966509,2020.60966509,0.375720399462,0.375720399462,1,1,0,0
S003-C-012,S003,C,2,17,0.039,4.79628157711,1560.17771116,2172.17771116,0.400464802861,0.400464802861,1,1,0,0
S003-C-013,S003,C,3,22,0.091,4.86820555219,1560.17771116,2238.17771116,0.391474305976,0.391474305976,0,0,2,1
S003-C-014,S003,C,3,28,0.09,4.97035930047,1560.17771116,2238.17771116,0.378705087441,0.378705087441,0,1,1,1
S003-C-015,S003,C,3,30,0.083,5.00853919576,1560.17771116,2238.17771116,0.373932600529,0.373932600529,0,1,2,0
S003-C-016,S003,C,3,34,0.089,5.0916592868,1560.17771116,2238.17771116,0.363542589149,0.363542589149,0,2,0,1
S003-C-017,S003,C,3,36,0.082,5.13683771841,1560.17771116,2238.17771116,0.357895285199,0.357895285199,0,2,1,0
S003-C-018,S003,C,3,42,0.081,5.28861355939,1560.17771116,2238.17771116,0.338923305076,0.338923305076,0,3,0,0
S003-C-019,S003,C,3,17,0.075,4.79628157711,1560.17771116,2238.17771116,0.400464802861,0.400464802861,1,0,1,1
S003-B-020,S003,B,3,19,0.068,2.55416571955,1450.60966509,2080.60966509,0.361458570112,0.361458570112,1,0,2,0
S003-C-020,S003,C,3,19,0.068,4.823664552,1560.17771116,2238.17771116,0.397041931,0.397041931,1,0,2,0
S003-C-021,S003,C,3,23,0.074,4.88399658451,1560.17771116,2238.17771116,0.389500426936,0.389500426936,1,1,0,1
S003-B-022,S003,B,3,25,0.067,2.78007803433,1450.60966509,2080.60966509,0.304980491419,0.304980491419,1,1,1,0
S003-C-022,S003,C,3,25,0.067,4.91703461846,1560.17771116,2238.17771116,0.385370672693,0.385370672693,1,1,1,0
S003-C-023,S003,C,3,31,0.066,5.02845357126,1560.17771116,2238.17771116,0.371443303592,0.371443303592,1,2,0,0
S003-C-024,S003,C,4,36,0.118,5.13683771841,1560.17771116,2304.17771116,0.357895285199,0.357895285199,0,1,2,1
S003-C-025,S003,C,4,42,0.117,5.28861355939,1560.17771116,2304.17771116,0.338923305076,0.338923305076,0,2,1,1
S003-C-026,S003,C,4,44,0.11,5.34521822271,1560.17771116,2304.17771116,0.331847722161,0.331847722161,0,2,2,0
S003-C-027,S003,C,4,48,0.116,5.46876072422,1560.17771116,2304.17771116,0.316404909473,0.316404909473,0,3,0,1
S003-C-028,S003,C,4,50,0.109,5.53623108284,1560.17771116,2304.17771116,0.307971114645,0.307971114645,0,3,1,0
S003-C-029,S003,C,4,56,0.108,5.76536469517,1560.17771116,2304.17771116,0.279329413103,0.279329413103,0,4,0,0
S003-C-030,S003,C,4,25,0.103,4.91703461846,1560.17771116,2304.17771116,0.385370672693,0.385370672693,1,0,2,1
S003-C-031,S003,C,4,31,0.102,5.02845357126,1560.17771116,2304.17771116,0.371443303592,0.371443303592,1,1,1,1
S003-C-032,S003,C,4,33,0.095,5.06999875089,1560.17771116,2304.17771116,0.366250156139,0.366250156139,1,1,2,0
S003-C-033,S003,C,4,37,0.101,5.16039121761,1560.17771116,2304.17771116,0.354951097799,0.354951097799,1,2,0,1
S003-C-034,S003,C,4,39,0.094,5.20952387582,1560.17771116,2304.17771116,0.348809515522,0.348809515522,1,2,1,0
S003-C-035,S003,C,4,45,0.093,5.37476579004,1560.17771116,2304.17771116,0.328154276245,0.328154276245,1,3,0,0
S003-C-036,S003,C,5,50,0.145,5.53623108284,1560.17771116,2370.17771116,0.307971114645,0.307971114645,0,2,2,1
S003-C-037,S003,C,5,56,0.144,5.76536469517,1560.17771116,2370.17771116,0.279329413103,0.279329413103,0,3,1,1
S003-C-038,S003,C,5,58,0.137,5.851993522,1560.17771116,2370.17771116,0.26850080975,0.26850080975,0,3,2,0
S003-C-039,S003,C,5,62,0.143,6.04363691141,1560.17771116,2370.17771116,0.244545386073,0.244545386073,0,4,0,1
S003-C-040,S003,C,5,64,0.136,6.14990625307,1560.17771116,2370.17771116,0.231261718367,0.231261718367,0,4,1,0
S003-C-041,S003,C,5,39,0.13,5.20952387582,1560.17771116,2370.17771116,0.348809515522,0.348809515522,1,1,2,1
S003-C-042,S003,C,5,45,0.129,5.37476579004,1560.17771116,2370.17771116,0.328154276245,0.328154276245,1,2,1,1
S003-C-043,S003,C,5,47,0.122,5.4365038482,1560.17771116,2370.17771116,0.320437018975,0.320437018975,1,2,2,0
S003-C-044,S003,C,5,51,0.128,5.57152348225,1560.17771116,2370.17771116,0.303559564719,0.303559564719,1,3,0,1
S003-C-045,S003,C,5,53,0.121,5.64543825121,1560.17771116,2370.17771116,0.294320218599,0.294320218599,1,3,1,0
S003-C-046,S003,C,5,59,0.12,5.89749815725,1560.17771116,2370.17771116,0.262812730344,0.262812730344,1,4,0,0
S003-C-047,S003,C,6,64,0.172,6.14990625307,1560.17771116,2436.17771116,0.231261718367,0.231261718367,0,3,2,1
S003-C-048,S003,C,6,70,0.171,6.52013201556,1560.17771116,2436.17771116,0.184983498055,0.184983498055,0,4,1,1
S003-C-049,S003,C,6,72,0.164,6.66412682384,1560.17771116,2436.17771116,0.16698414702,0.16698414702,0,4,2,0
S003-C-050,S003,C,6,53,0.157,5.64543825121,1560.17771116,2436.17771116,0.294320218599,0.294320218599,1,2,2,1
S003-C-051,S003,C,6,59,0.156,5.89749815725,1560.17771116,2436.17771116,0.262812730344,0.262812730344,1,3,1,1
S003-C-052,S003,C,6,61,0.149,5.99324174782,1560.17771116,2436.17771116,0.250844781522,0.250844781522,1,3,2,0
S003-C-053,S003,C,6,65,0.155,6.20597212426,1560.17771116,2436.17771116,0.224253484468,0.224253484468,1,4,0,1
S003-C-054,S003,C,6,67,0.148,6.32449939108,1560.17771116,2436.17771116,0.209437576115,0.209437576115,1,4,1,0
S003-C-055,S003,C,7,78,0.199,7.17778142659,1560.17771116,2502.17771116,0.102777321677,0.102777321677,0,4,2,1
S003-C-056,S003,C,7,67,0.184,6.32449939108,1560.17771116,2502.17771116,0.209437576115,0.209437576115,1,3,2,1
S003-C-057,S003,C,7,73,0.183,6.74070028081,1560.17771116,2502.17771116,0.157412464899,0.157412464899,1,4,1,1
S003-C-058,S003,C,7,75,0.176,6.90398665569,1560.17771116,2502.17771116,0.137001668039,0.137001668039,1,4,2,0
S004-A-001,S004,A,1,6,0.035,2.93352353627,1608.79771824,2118.79771824,0.34810588083,0.34810588083,0,0,0,1
S004-B-001,S004,B,1,6,0.035,2.36259008655,1351.64166337,1861.64166337,0.409352478363,0.409352478363,0,0,0,1
S004-C-001,S004,C,1,6,0.035,4.89667420003,1425.05471881,1971.05471881,0.387915724997,0.387915724997,0,0,0,1
S004-A-002,S004,A,1,8,0.028,2.95429296731,1608.79771824,2118.79771824,0.343490451708,0.343490451708,0,0,1,0
S004-B-002,S004,B,1,8,0.028,2.38982871512,1351.64166337,1861.64166337,0.402542821221,0.402542821221,0,0,1,0
S004-C-002,S004,C,1,8,0.028,4.91329411191,1425.05471881,1971.05471881,0.385838236011,0.385838236011,0,0,1,0
S004-A-003,S004,A,1,14,0.027,3.03530519932,1608.79771824,2118.79771824,0.325487733484,0.325487733484,0,1,0,0
S004-B-003,S004,B,1,14,0.027,2.50125158193,1351.64166337,1861.64166337,0.374687104517,0.374687104517,0,1,0,0
S004-C-003,S004,C,1,14,0.027,4.97572803476,1425.05471881,1971.05471881,0.378033995655,0.378033995655,0,1,0,0
S004-A-004,S004,A,1,3,0.012,2.90865415561,1608.79771824,2118.79771824,0.353632409865,0.353632409865,1,0,0,0
S004-B-004,S004,B,1,3,0.012,2.3307306911,1351.64166337,1861.64166337,0.417317327225,0.417317327225,1,0,0,0
S004-C-004,S004,C,1,3,0.012,4.87637508535,1425.05471881,1971.05471881,0.390453114331,0.390453114331,1,0,0,0
S004-B-005,S004,B,2,14,0.063,2.50125158193,1351.64166337,1921.64166337,0.374687104517,0.374687104517,0,0,1,1
S004-C-005,S004,C,2,14,0.063,4.97572803476,1425.05471881,2037.05471881,0.378033995655,0.378033995655,0,0,1,1
S004-B-006,S004,B,2,20,0.062,2.66831962795,1351.64166337,1921.64166337,0.332920093012,0.332920093012,0,1,0,1
S004-C-006,S004,C,2,20,0.062,5.05575879984,1425.05471881,2037.05471881,0.36803015002,0.36803015002,0,1,0,1
S004-A-007,S004,A,2,22,0.055,3.19106705095,1608.79771824,2178.79771824,0.290873988679,0.290873988679,0,1,1,0
S004-B-007,S004,B,2,22,0.055,2.74088180418,1351.64166337,1921.64166337,0.314779548955,0.314779548955,0,1,1,0
S004-C-007,S004,C,2,22,0.055,5.08634968578,1425.05471881,2037.05471881,0.364206289277,0.364206289277,0,1,1,0
S004-B-008,S004,B,2,28,0.054,3.0353054002,1351.64166337,1921.64166337,0.24117364995,0.24117364995,0,2,0,0
S004-C-008,S004,C,2,28,0.054,5.19051929359,1425.05471881,2037.05471881,0.351185088301,0.351185088301,0,2,0,0
S004-A-009,S004,A,2,9,0.047,2.96585171939,1608.79771824,2178.79771824,0.340921840136,0.340921840136,1,0,0,1
S004-B-009,S004,B,2,9,0.047,2.40522144341,1351.64166337,1921.64166337,0.398694639149,0.398694639149,1,0,0,1
S004-C-009,S004,C,2,9,0.047,4.92242852167,1425.05471881,2037.05471881,0.384696434792,0.384696434792,1,0,0,1
S004-A-010,S004,A,2,11,0.04,2.99128453982,1608.79771824,2178.79771824,0.335270102263,0.335270102263,1,0,1,0
S004-B-010,S004,B,2,11,0.04,2.43967572352,1351.64166337,1921.64166337,0.39008106912,0.39008106912,1,0,1,0
S004-C-010,S004,C,2,11,0.04,4.94225431806,1425.05471881,2037.05471881,0.382218210242,0.382218210242,1,0,1,0
S004-A-011,S004,A,2,17,0.039,3.08674796423,1608.79771824,2178.79771824,0.314056007948,0.314056007948,1,1,0,0
S004-B-011,S004,B,2,17,0.039,2.57647474296,1351.64166337,1921.64166337,0.355881314261,0.355881314261,1,1,0,0
S004-C-011,S004,C,2,17,0.039,5.01356538915,1425.05471881,2037.05471881,0.373304326357,0.373304326357,1,1,0,0
S004-C-012,S004,C,3,28,0.09,5.19051929359,1425.05471881,2103.05471881,0.351185088301,0.351185088301,0,1,1,1
S004-C-013,S004,C,3,34,0.089,5.31502351729,1425.05471881,2103.05471881,0.335622060339,0.335622060339,0,2,0,1
S004-C-014,S004,C,3,36,0.082,5.36156454932,1425.05471881,2103.05471881,0.329804431335,0.329804431335,0,2,1,0
S004-C-015,S004,C,3,42,0.081,5.51843621756,1425.05471881,2103.05471881,0.310195472805,0.310195472805,0,3,0,0
S004-C-016,S004,C,3,17,0.075,5.01356538915,1425.05471881,2103.05471881,0.373304326357,0.373304326357,1,0,1,1
S004-C-017,S004,C,3,23,0.074,5.10240006542,1425.05471881,2103.05471881,0.362199991822,0.362199991822,1,1,0,1
S004-B-018,S004,B,3,25,0.067,2.87123102451,1351.64166337,1981.64166337,0.282192243873,0.282192243873,1,1,1,0
S004-C-018,S004,C,3,25,0.067,5.1360471638,1425.05471881,2103.05471881,0.357994104525,0.357994104525,1,1,1,0
S004-C-019,S004,C,3,31,0.066,5.25005705327,1425.05471881,2103.05471881,0.343742868341,0.343742868341,1,2,0,0
S004-C-020,S004,C,4,42,0.117,5.51843621756,1425.05471881,2169.05471881,0.310195472805,0.310195472805,0,2,1,1
S004-C-021,S004,C,4,48,0.116,5.70544017451,1425.05471881,2169.05471881,0.286819978187,0.286819978187,0,3,0,1
S004-C-022,S004,C,4,50,0.109,5.77565675952,1425.05471881,2169.05471881,0.27804290506,0.27804290506,0,3,1,0
S004-C-023,S004,C,4,31,0.102,5.25005705327,1425.05471881,2169.05471881,0.343742868341,0.343742868341,1,1,1,1
S004-C-024,S004,C,4,37,0.101,5.38585920034,1425.05471881,2169.05471881,0.326767599958,0.326767599958,1,2,0,1
S004-C-025,S004,C,4,39,0.094,5.43659989181,1425.05471881,2169.05471881,0.320425013524,0.320425013524,1,2,1,0
S004-C-026,S004,C,4,45,0.093,5.60777345194,1425.05471881,2169.05471881,0.299028318508,0.299028318508,1,3,0,0
S004-C-027,S004,C,5,56,0.144,6.01468767817,1425.05471881,2235.05471881,0.248164040229,0.248164040229,0,3,1,1
S004-C-028,S004,C,5,45,0.129,5.60777345194,1425.05471881,2235.05471881,0.299028318508,0.299028318508,1,2,1,1
S004-C-029,S004,C,5,51,0.128,5.8124189264,1425.05471881,2235.05471881,0.2734476342,0.2734476342,1,3,0,1
S004-C-030,S004,C,5,53,0.121,5.88947991649,1425.05471881,2235.05471881,0.263815010438,0.263815010438,1,3,1,0
S004-C-031,S004,C,6,59,0.156,6.15286012898,1425.05471881,2301.05471881,0.230892483877,0.230892483877,1,3,1,1
S005-A-001,S005,A,1,6,0.035,2.01584345784,1122.18819826,1632.18819826,0.552034787146,0.552034787146,0,0,0,1
S005-B-001,S005,B,1,6,0.035,1.62450595546,946.168419293,1456.16841929,0.593873511136,0.593873511136,0,0,0,1
S005-C-001,S005,C,1,6,0.035,3.35958222969,1001.18871553,1547.18871553,0.580052221288,0.580052221288,0,0,0,1
S005-A-002,S005,A,1,8,0.028,2.03016223124,1122.18819826,1632.18819826,0.548852837503,0.548852837503,0,0,1,0
S005-B-002,S005,B,1,8,0.028,1.64325280549,946.168419293,1456.16841929,0.589186798629,0.589186798629,0,0,1,0
S005-C-002,S005,C,1,8,0.028,3.37106071435,1001.18871553,1547.18871553,0.578617410706,0.578617410706,0,0,1,0
S005-A-003,S005,A,1,14,0.027,2.08592114006,1122.18819826,1632.18819826,0.536461968875,0.536461968875,0,1,0,0
S005-B-003,S005,B,1,14,0.027,1.71982737513,946.168419293,1456.16841929,0.570043156217,0.570043156217,0,1,0,0
S005-C-003,S005,C,1,14,0.027,3.41410302635,1001.18871553,1547.18871553,0.573237121706,0.573237121706,0,1,0,0
S005-A-004,S005,A,1,3,0.012,1.99866713348,1122.18819826,1632.18819826,0.555851748115,0.555851748115,1,0,0,0
S005-B-004,S005,B,1,3,0.012,1.60254506221,946.168419293,1456.16841929,0.599363734446,0.599363734446,1,0,0,0
S005-C-004,S005,C,1,3,0.012,3.34553418948,1001.18871553,1547.18871553,0.581808226316,0.581808226316,1,0,0,0
S005-B-005,S005,B,2,14,0.063,1.71982737513,946.168419293,1516.16841929,0.570043156217,0.570043156217,0,0,1,1
S005-C-005,S005,C,2,14,0.063,3.41410302635,1001.18871553,1613.18871553,0.573237121706,0.573237121706,0,0,1,1
S005-B-006,S005,B,2,20,0.062,1.83449030381,946.168419293,1516.16841929,0.541377424047,0.541377424047,0,1,0,1
S005-C-006,S005,C,2,20,0.062,3.46919013458,1001.18871553,1613.18871553,0.566351233178,0.566351233178,0,1,0,1
S005-A-007,S005,A,2,22,0.055,2.19294751814,1122.18819826,1692.18819826,0.512678329301,0.512678329301,0,1,1,0
S005-B-007,S005,B,2,22,0.055,1.88426049819,946.168419293,1516.16841929,0.528934875453,0.528934875453,0,1,1,0
S005-C-007,S005,C,2,22,0.055,3.49023155863,1001.18871553,1613.18871553,0.563721055172,0.563721055172,0,1,1,0
S005-B-008,S005,B,2,28,0.054,2.08609654738,946.168419293,1516.16841929,0.478475863156,0.478475863156,0,2,0,0
S005-C-008,S005,C,2,28,0.054,3.56184137235,1001.18871553,1613.18871553,0.554769828456,0.554769828456,0,2,0,0
S005-A-009,S005,A,2,9,0.047,2.03812522979,1122.18819826,1692.18819826,0.547083282269,0.547083282269,1,0,0,1
S005-B-009,S005,B,2,9,0.047,1.65384010797,946.168419293,1516.16841929,0.586539973008,0.586539973008,1,0,0,1
S005-C-009,S005,C,2,9,0.047,3.37736428397,1001.18871553,1613.18871553,0.577829464504,0.577829464504,1,0,0,1
S005-A-010,S005,A,2,11,0.04,2.05563602901,1122.18819826,1692.18819826,0.543191993552,0.543191993552,1,0,1,0
S005-B-010,S005,B,2,11,0.04,1.67752597214,946.168419293,1516.16841929,0.580618506966,0.580618506966,1,0,1,0
S005-C-010,S005,C,2,11,0.04,3.39103715244,1001.18871553,1613.18871553,0.576120355945,0.576120355945,1,0,1,0
S005-A-011,S005,A,2,17,0.039,2.12128658007,1122.18819826,1692.18819826,0.528602982206,0.528602982206,1,1,0,0
S005-B-011,S005,B,2,17,0.039,1.77147016887,946.168419293,1516.16841929,0.557132457783,0.557132457783,1,1,0,0
