scenario,flight_id,service_id,type_id,pattern_id,box_ids,box_count,mass_kg,volume_m3,flight_s,prepare_s,loading_s,handover_s,operation_s,energy_kwh,return_soc,reserve_fraction,max_safe_payload_kg,rated_mass_utilization,safe_mass_utilization,volume_utilization,energy_budget_utilization,out_horizontal_kwh,out_climb_kwh,back_horizontal_kwh,back_climb_kwh,medical_count,water_count,food_count,hygiene_count
rho_0.225,Q1-006,S003,C,S003-C-037,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-02;S003-HYG-01,5,56,0.144,1560.17771116,300,150,360,2370.17771116,5.76536469517,0.279329413103,0.225,64.8951980367,0.7,0.86292979595,0.576,0.92989753148,3.26450713335,0.206778477998,2.23502368246,0.0590554013614,0,3,1,1
rho_0.225,Q1-007,S004,C,S004-C-031,S004-MED-01;S004-WAT-01;S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,6,59,0.156,1425.05471881,300,180,396,2301.05471881,6.15286012898,0.230892483877,0.225,59.9577065487,0.7375,0.984026964942,0.624,0.992396794997,3.60223187268,0.131937649602,2.37374819877,0.0449424079364,1,3,1,1
rho_0.225,Q1-008,S005,C,S005-C-031,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,6,59,0.156,1001.18871553,300,180,396,1877.18871553,4.22213737338,0.472232828328,0.225,80,0.7375,0.7375,0.624,0.680989898932,2.46567812041,0.0969081407472,1.62479795969,0.03475315253,1,3,1,1
rho_0.225,Q1-009,S006,C,S006-C-031,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,6,59,0.156,685.552624484,300,180,396,1561.55262448,2.59793629019,0.675257963726,0.225,80,0.7375,0.7375,0.624,0.419021982289,1.48773826115,0.116262835547,0.980368877538,0.0135663159528,1,3,1,1
rho_0.225,Q1-010,S007,C,S007-C-023,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01;S007-HYG-01,5,45,0.129,1097.60069833,300,150,360,1907.60069833,3.41100380846,0.573624523942,0.225,80,0.5625,0.5625,0.516,0.550161904591,1.80542402488,0.167049729121,1.39529765385,0.0432324006141,1,2,1,1
rho_0.225,Q1-011,S008,C,S008-C-023,S008-MED-01;S008-WAT-01;S008-WAT-02;S008-FOD-01;S008-HYG-01,5,45,0.129,1389.71152467,300,150,360,2199.71152467,5.83602066813,0.270497416483,0.225,54.6457409959,0.5625,0.823485951145,0.516,0.94129365615,3.21656652402,0.10659644025,2.48588013815,0.0269775657099,1,2,1,1
rho_0.225,Q1-012,S009,B,S009-B-007,S009-MED-01;S009-WAT-01;S009-FOD-01,3,25,0.067,928.462864417,300,90,240,1558.46286442,2.09626540189,0.475933649528,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.67621464577,1.209308581,0.0563640315551,0.815043349571,0.0155494397625,1,1,1,0
rho_0.225,Q1-013,S010,B,S010-B-007,S010-MED-01;S010-WAT-01;S010-FOD-01,3,25,0.067,925.403519709,300,90,240,1555.40351971,1.82321656412,0.544195858969,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.588134375523,1.01417005969,0.104855063432,0.683524929429,0.0206665115722,1,1,1,0
rho_0.225,Q1-014,S011,B,S011-B-007,S011-MED-01;S011-WAT-01;S011-FOD-01,3,25,0.067,558.424762831,300,90,240,1188.42476283,1.07393668627,0.731515828432,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.34643118912,0.595212368971,0.0570902831109,0.401158058857,0.0204759753335,1,1,1,0
rho_0.225,Q1-015,S012,B,S012-B-007,S012-MED-01;S012-WAT-01;S012-FOD-01,3,25,0.067,1292.82681425,300,90,240,1922.82681425,2.75259995448,0.311850011381,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.887935469186,1.56664221378,0.0972496179388,1.05587716614,0.032830956619,1,1,1,0
rho_0.225,Q1-016,S013,B,S013-B-007,S013-MED-01;S013-WAT-01;S013-FOD-01,3,25,0.067,880.511588782,300,90,240,1510.51158878,1.82482819123,0.543792952192,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.588654255236,1.02791842487,0.0924419175829,0.692790979286,0.0116768694963,1,1,1,0
rho_0.225,Q1-017,S014,B,S014-B-007,S014-MED-01;S014-WAT-01;S014-FOD-01,3,25,0.067,1239.74767529,300,90,240,1869.74767529,2.14029097817,0.464927255459,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.690416444569,1.14873675231,0.158080265437,0.774219471429,0.0592544889943,1,1,1,0
rho_0.225,Q1-018,S015,B,S015-B-007,S015-MED-01;S015-WAT-01;S015-FOD-01,3,25,0.067,1198.32756016,300,90,240,1828.32756016,2.30752850568,0.423117873579,0.225,30,0.833333333333,0.833333333333,0.917808219178,0.744364034092,1.27384289393,0.151219651492,0.858537841714,0.023928118547,1,1,1,0
rho_0.250,Q1-001,S001,C,S001-C-100,S001-WAT-01;S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-HYG-01,6,76,0.17,618.175045922,300,180,396,1494.17504592,2.91758809603,0.635301487996,0.25,80,0.95,0.95,0.68,0.486264682672,1.87409925967,0.0802371984274,0.939699571692,0.0235520662372,0,5,0,1
rho_0.250,Q1-002,S001,C,S001-C-223,S001-MED-01;S001-MED-02;S001-WAT-06;S001-WAT-07;S001-WAT-08;S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-02,9,78,0.224,618.175045922,300,270,504,1692.17504592,2.99577580536,0.62552802433,0.25,80,0.975,0.975,0.896,0.49929596756,1.95118707595,0.0813370914833,0.939699571692,0.0235520662372,2,3,3,1
rho_0.250,Q1-003,S002,B,S002-B-022,S002-MED-01;S002-WAT-01;S002-FOD-01,3,25,0.067,1186.72408132,300,90,240,1816.72408132,2.7134729412,0.321631764699,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.904490980401,1.57096489659,0.0617186469427,1.05879054486,0.0219988528144,1,1,1,0
rho_0.250,Q1-004,S002,C,S002-C-037,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-02;S002-HYG-01,5,56,0.144,1231.84216605,300,150,360,2041.84216605,5.72135620385,0.284830474518,0.25,62.0127235334,0.7,0.903040486035,0.576,0.953559367309,3.33088950377,0.0863375294454,2.28047194277,0.0236572278727,0,3,1,1
rho_0.250,Q1-005,S003,B,S003-B-022,S003-MED-01;S003-WAT-01;S003-FOD-01,3,25,0.067,1450.60966509,300,90,240,2080.60966509,2.78007803433,0.304980491419,0.25,29.0337464602,0.833333333333,0.861066966822,0.917808219178,0.926692678108,1.53965663087,0.147816227322,1.03768956686,0.0549156092774,1,1,1,0
rho_0.250,Q1-006,S003,C,S003-C-037,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-02;S003-HYG-01,5,56,0.144,1560.17771116,300,150,360,2370.17771116,5.76536469517,0.279329413103,0.25,61.1361363812,0.7,0.91598853501,0.576,0.960894115862,3.26450713335,0.206778477998,2.23502368246,0.0590554013614,0,3,1,1
rho_0.250,Q1-007,S004,B,S004-B-011,S004-MED-01;S004-WAT-01,2,17,0.039,1351.64166337,300,60,210,1921.64166337,2.57647474296,0.355881314261,0.25,27.4130014026,0.566666666667,0.6201436957,0.534246575342,0.858824914319,1.34865301921,0.0839324070394,1.102097378,0.0417919387105,1,1,0,0
rho_0.250,Q1-008,S004,C,S004-C-020,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,4,42,0.117,1425.05471881,300,120,324,2169.05471881,5.51843621756,0.310195472805,0.25,55.6628130291,0.525,0.754543252747,0.468,0.919739369594,2.98520858223,0.114537028631,2.37374819877,0.0449424079364,0,2,1,1
rho_0.250,Q1-009,S005,C,S005-C-031,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,6,59,0.156,1001.18871553,300,180,396,1877.18871553,4.22213737338,0.472232828328,0.25,80,0.7375,0.7375,0.624,0.703689562229,2.46567812041,0.0969081407472,1.62479795969,0.03475315253,1,3,1,1
rho_0.250,Q1-010,S006,C,S006-C-031,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,6,59,0.156,685.552624484,300,180,396,1561.55262448,2.59793629019,0.675257963726,0.25,80,0.7375,0.7375,0.624,0.432989381698,1.48773826115,0.116262835547,0.980368877538,0.0135663159528,1,3,1,1
rho_0.250,Q1-011,S007,C,S007-C-023,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01;S007-HYG-01,5,45,0.129,1097.60069833,300,150,360,1907.60069833,3.41100380846,0.573624523942,0.25,80,0.5625,0.5625,0.516,0.568500634744,1.80542402488,0.167049729121,1.39529765385,0.0432324006141,1,2,1,1
rho_0.250,Q1-012,S008,C,S008-C-023,S008-MED-01;S008-WAT-01;S008-WAT-02;S008-FOD-01;S008-HYG-01,5,45,0.129,1389.71152467,300,150,360,2199.71152467,5.83602066813,0.270497416483,0.25,49.7043454467,0.5625,0.905353437322,0.516,0.972670111355,3.21656652402,0.10659644025,2.48588013815,0.0269775657099,1,2,1,1
rho_0.250,Q1-013,S009,B,S009-B-007,S009-MED-01;S009-WAT-01;S009-FOD-01,3,25,0.067,928.462864417,300,90,240,1558.46286442,2.09626540189,0.475933649528,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.698755133962,1.209308581,0.0563640315551,0.815043349571,0.0155494397625,1,1,1,0
rho_0.250,Q1-014,S010,B,S010-B-007,S010-MED-01;S010-WAT-01;S010-FOD-01,3,25,0.067,925.403519709,300,90,240,1555.40351971,1.82321656412,0.544195858969,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.607738854707,1.01417005969,0.104855063432,0.683524929429,0.0206665115722,1,1,1,0
rho_0.250,Q1-015,S011,B,S011-B-007,S011-MED-01;S011-WAT-01;S011-FOD-01,3,25,0.067,558.424762831,300,90,240,1188.42476283,1.07393668627,0.731515828432,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.357978895424,0.595212368971,0.0570902831109,0.401158058857,0.0204759753335,1,1,1,0
rho_0.250,Q1-016,S012,B,S012-B-007,S012-MED-01;S012-WAT-01;S012-FOD-01,3,25,0.067,1292.82681425,300,90,240,1922.82681425,2.75259995448,0.311850011381,0.25,29.42939869,0.833333333333,0.849490683222,0.917808219178,0.917533318159,1.56664221378,0.0972496179388,1.05587716614,0.032830956619,1,1,1,0
rho_0.250,Q1-017,S013,B,S013-B-007,S013-MED-01;S013-WAT-01;S013-FOD-01,3,25,0.067,880.511588782,300,90,240,1510.51158878,1.82482819123,0.543792952192,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.608276063743,1.02791842487,0.0924419175829,0.692790979286,0.0116768694963,1,1,1,0
rho_0.250,Q1-018,S014,B,S014-B-007,S014-MED-01;S014-WAT-01;S014-FOD-01,3,25,0.067,1239.74767529,300,90,240,1869.74767529,2.14029097817,0.464927255459,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.713430326055,1.14873675231,0.158080265437,0.774219471429,0.0592544889943,1,1,1,0
rho_0.250,Q1-019,S015,B,S015-B-007,S015-MED-01;S015-WAT-01;S015-FOD-01,3,25,0.067,1198.32756016,300,90,240,1828.32756016,2.30752850568,0.423117873579,0.25,30,0.833333333333,0.833333333333,0.917808219178,0.769176168561,1.27384289393,0.151219651492,0.858537841714,0.023928118547,1,1,1,0
rho_0.275,Q1-001,S001,C,S001-C-100,S001-WAT-01;S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-HYG-01,6,76,0.17,618.175045922,300,180,396,1494.17504592,2.91758809603,0.635301487996,0.275,80,0.95,0.95,0.68,0.50303243035,1.87409925967,0.0802371984274,0.939699571692,0.0235520662372,0,5,0,1
rho_0.275,Q1-002,S001,C,S001-C-223,S001-MED-01;S001-MED-02;S001-WAT-06;S001-WAT-07;S001-WAT-08;S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-02,9,78,0.224,618.175045922,300,270,504,1692.17504592,2.99577580536,0.62552802433,0.275,80,0.975,0.975,0.896,0.51651306989,1.95118707595,0.0813370914833,0.939699571692,0.0235520662372,2,3,3,1
rho_0.275,Q1-003,S002,B,S002-B-022,S002-MED-01;S002-WAT-01;S002-FOD-01,3,25,0.067,1186.72408132,300,90,240,1816.72408132,2.7134729412,0.321631764699,0.275,28.4951860367,0.833333333333,0.877341175026,0.917808219178,0.935680324553,1.57096489659,0.0617186469427,1.05879054486,0.0219988528144,1,1,1,0
rho_0.275,Q1-004,S002,C,S002-C-037,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-02;S002-HYG-01,5,56,0.144,1231.84216605,300,150,360,2041.84216605,5.72135620385,0.284830474518,0.275,57.8256307099,0.7,0.968428693513,0.576,0.986440724802,3.33088950377,0.0863375294454,2.28047194277,0.0236572278727,0,3,1,1
rho_0.275,Q1-005,S003,B,S003-B-022,S003-MED-01;S003-WAT-01;S003-FOD-01,3,25,0.067,1450.60966509,300,90,240,2080.60966509,2.78007803433,0.304980491419,0.275,27.3599917917,0.833333333333,0.913742964191,0.917808219178,0.958647598043,1.53965663087,0.147816227322,1.03768956686,0.0549156092774,1,1,1,0
rho_0.275,Q1-006,S003,C,S003-C-037,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-02;S003-HYG-01,5,56,0.144,1560.17771116,300,150,360,2370.17771116,5.76536469517,0.279329413103,0.275,56.8153695539,0.7,0.985648785525,0.576,0.99402839572,3.26450713335,0.206778477998,2.23502368246,0.0590554013614,0,3,1,1
rho_0.275,Q1-007,S004,B,S004-B-011,S004-MED-01;S004-WAT-01,2,17,0.039,1351.64166337,300,60,210,1921.64166337,2.57647474296,0.355881314261,0.275,25.580239373,0.566666666667,0.664575485481,0.534246575342,0.888439566537,1.34865301921,0.0839324070394,1.102097378,0.0417919387105,1,1,0,0
rho_0.275,Q1-008,S004,C,S004-C-020,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,4,42,0.117,1425.05471881,300,120,324,2169.05471881,5.51843621756,0.310195472805,0.275,50.6656383565,0.525,0.828964192743,0.468,0.951454520269,2.98520858223,0.114537028631,2.37374819877,0.0449424079364,0,2,1,1
rho_0.275,Q1-009,S005,C,S005-C-031,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,6,59,0.156,1001.18871553,300,180,396,1877.18871553,4.22213737338,0.472232828328,0.275,80,0.7375,0.7375,0.624,0.727954719548,2.46567812041,0.0969081407472,1.62479795969,0.03475315253,1,3,1,1
rho_0.275,Q1-010,S006,C,S006-C-031,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,6,59,0.156,685.552624484,300,180,396,1561.55262448,2.59793629019,0.675257963726,0.275,80,0.7375,0.7375,0.624,0.447920050033,1.48773826115,0.116262835547,0.980368877538,0.0135663159528,1,3,1,1
rho_0.275,Q1-011,S007,C,S007-C-023,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01;S007-HYG-01,5,45,0.129,1097.60069833,300,150,360,1907.60069833,3.41100380846,0.573624523942,0.275,80,0.5625,0.5625,0.516,0.588104104908,1.80542402488,0.167049729121,1.39529765385,0.0432324006141,1,2,1,1
rho_0.275,Q1-012,S008,B,S008-B-005,S008-FOD-01;S008-HYG-01,2,14,0.063,1331.84174724,300,60,210,1901.84174724,2.58933625235,0.352665936912,0.275,23.4244162835,0.466666666667,0.597666974089,0.86301369863,0.892874569776,1.33680033129,0.073290850999,1.15415863557,0.0250864344942,0,0,1,1
rho_0.275,Q1-013,S008,C,S008-C-018,S008-MED-01;S008-WAT-01;S008-WAT-02,3,31,0.066,1389.71152467,300,90,288,2067.71152467,5.46342493131,0.317071883587,0.275,43.870969378,0.3875,0.706617620707,0.264,0.941969815743,2.85695903927,0.0936081881747,2.48588013815,0.0269775657099,1,2,0,0
rho_0.275,Q1-014,S009,B,S009-B-007,S009-MED-01;S009-WAT-01;S009-FOD-01,3,25,0.067,928.462864417,300,90,240,1558.46286442,2.09626540189,0.475933649528,0.275,30,0.833333333333,0.833333333333,0.917808219178,0.722850138582,1.209308581,0.0563640315551,0.815043349571,0.0155494397625,1,1,1,0
rho_0.275,Q1-015,S010,B,S010-B-007,S010-MED-01;S010-WAT-01;S010-FOD-01,3,25,0.067,925.403519709,300,90,240,1555.40351971,1.82321656412,0.544195858969,0.275,30,0.833333333333,0.833333333333,0.917808219178,0.628695366939,1.01417005969,0.104855063432,0.683524929429,0.0206665115722,1,1,1,0
rho_0.275,Q1-016,S011,B,S011-B-007,S011-MED-01;S011-WAT-01;S011-FOD-01,3,25,0.067,558.424762831,300,90,240,1188.42476283,1.07393668627,0.731515828432,0.275,30,0.833333333333,0.833333333333,0.917808219178,0.370322995266,0.595212368971,0.0570902831109,0.401158058857,0.0204759753335,1,1,1,0
rho_0.275,Q1-017,S012,B,S012-B-007,S012-MED-01;S012-WAT-01;S012-FOD-01,3,25,0.067,1292.82681425,300,90,240,1922.82681425,2.75259995448,0.311850011381,0.275,27.8281200499,0.833333333333,0.898371861096,0.917808219178,0.949172398096,1.56664221378,0.0972496179388,1.05587716614,0.032830956619,1,1,1,0
rho_0.275,Q1-018,S013,B,S013-B-007,S013-MED-01;S013-WAT-01;S013-FOD-01,3,25,0.067,880.511588782,300,90,240,1510.51158878,1.82482819123,0.543792952192,0.275,30,0.833333333333,0.833333333333,0.917808219178,0.629251100424,1.02791842487,0.0924419175829,0.692790979286,0.0116768694963,1,1,1,0
rho_0.275,Q1-019,S014,B,S014-B-007,S014-MED-01;S014-WAT-01;S014-FOD-01,3,25,0.067,1239.74767529,300,90,240,1869.74767529,2.14029097817,0.464927255459,0.275,30,0.833333333333,0.833333333333,0.917808219178,0.738031371781,1.14873675231,0.158080265437,0.774219471429,0.0592544889943,1,1,1,0
rho_0.275,Q1-020,S015,B,S015-B-007,S015-MED-01;S015-WAT-01;S015-FOD-01,3,25,0.067,1198.32756016,300,90,240,1828.32756016,2.30752850568,0.423117873579,0.275,30,0.833333333333,0.833333333333,0.917808219178,0.795699484719,1.27384289393,0.151219651492,0.858537841714,0.023928118547,1,1,1,0
rho_0.300,Q1-001,S001,C,S001-C-100,S001-WAT-01;S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-HYG-01,6,76,0.17,618.175045922,300,180,396,1494.17504592,2.91758809603,0.635301487996,0.3,80,0.95,0.95,0.68,0.520997874291,1.87409925967,0.0802371984274,0.939699571692,0.0235520662372,0,5,0,1
rho_0.300,Q1-002,S001,C,S001-C-223,S001-MED-01;S001-MED-02;S001-WAT-06;S001-WAT-07;S001-WAT-08;S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-02,9,78,0.224,618.175045922,300,270,504,1692.17504592,2.99577580536,0.62552802433,0.3,80,0.975,0.975,0.896,0.534959965243,1.95118707595,0.0813370914833,0.939699571692,0.0235520662372,2,3,3,1
rho_0.300,Q1-003,S002,C,S002-C-018,S002-WAT-01;S002-WAT-02;S002-WAT-03,3,42,0.081,1231.84216605,300,90,288,1909.84216605,5.24877105836,0.343903617705,0.3,52.9482082405,0.525,0.793227974954,0.324,0.937280546136,2.86790503669,0.0767368510321,2.28047194277,0.0236572278727,0,3,0,0
rho_0.300,Q1-004,S002,C,S002-C-041,S002-MED-01;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,5,39,0.13,1231.84216605,300,150,360,2041.84216605,5.17104323159,0.353619596051,0.3,52.9482082405,0.4875,0.736568833885,0.52,0.923400577069,2.79223449815,0.0746795628007,2.28047194277,0.0236572278727,1,1,2,1
rho_0.300,Q1-005,S003,C,S003-C-018,S003-WAT-01;S003-WAT-02;S003-WAT-03,3,42,0.081,1560.17771116,300,90,288,2238.17771116,5.28861355939,0.338923305076,0.3,51.785197226,0.525,0.811042580695,0.324,0.944395278463,2.81074963293,0.183784842637,2.23502368246,0.0590554013614,0,3,0,0
rho_0.300,Q1-006,S003,C,S003-C-041,S003-MED-01;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,5,39,0.13,1560.17771116,300,150,360,2370.17771116,5.20952387582,0.348809515522,0.3,51.785197226,0.4875,0.753110967788,0.52,0.930272120682,2.73658715694,0.17885763506,2.23502368246,0.0590554013614,1,1,2,1
rho_0.300,Q1-007,S004,B,S004-B-011,S004-MED-01;S004-WAT-01,2,17,0.039,1351.64166337,300,60,210,1921.64166337,2.57647474296,0.355881314261,0.3,23.4429770321,0.566666666667,0.725163872178,0.534246575342,0.920169551056,1.34865301921,0.0839324070394,1.102097378,0.0417919387105,1,1,0,0
rho_0.300,Q1-008,S004,C,S004-C-020,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,4,42,0.117,1425.05471881,300,120,324,2169.05471881,5.51843621756,0.310195472805,0.3,44.7492582804,0.525,0.938563042472,0.468,0.985435038851,2.98520858223,0.114537028631,2.37374819877,0.0449424079364,0,2,1,1
rho_0.300,Q1-009,S005,C,S005-C-031,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,6,59,0.156,1001.18871553,300,180,396,1877.18871553,4.22213737338,0.472232828328,0.3,80,0.7375,0.7375,0.624,0.753953102389,2.46567812041,0.0969081407472,1.62479795969,0.03475315253,1,3,1,1
rho_0.300,Q1-010,S006,C,S006-C-031,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,6,59,0.156,685.552624484,300,180,396,1561.55262448,2.59793629019,0.675257963726,0.3,80,0.7375,0.7375,0.624,0.463917194677,1.48773826115,0.116262835547,0.980368877538,0.0135663159528,1,3,1,1
rho_0.300,Q1-011,S007,C,S007-C-023,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01;S007-HYG-01,5,45,0.129,1097.60069833,300,150,360,1907.60069833,3.41100380846,0.573624523942,0.3,80,0.5625,0.5625,0.516,0.60910782294,1.80542402488,0.167049729121,1.39529765385,0.0432324006141,1,2,1,1
rho_0.300,Q1-012,S008,B,S008-B-005,S008-FOD-01;S008-HYG-01,2,14,0.063,1331.84174724,300,60,210,1901.84174724,2.58933625235,0.352665936912,0.3,21.0010920275,0.466666666667,0.666632000931,0.86301369863,0.924762947268,1.33680033129,0.073290850999,1.15415863557,0.0250864344942,0,0,1,1
rho_0.300,Q1-013,S008,C,S008-C-018,S008-MED-01;S008-WAT-01;S008-WAT-02,3,31,0.066,1389.71152467,300,90,288,2067.71152467,5.46342493131,0.317071883587,0.3,36.8133742029,0.3875,0.842085265783,0.264,0.975611594876,2.85695903927,0.0936081881747,2.48588013815,0.0269775657099,1,2,0,0
rho_0.300,Q1-014,S009,B,S009-B-007,S009-MED-01;S009-WAT-01;S009-FOD-01,3,25,0.067,928.462864417,300,90,240,1558.46286442,2.09626540189,0.475933649528,0.3,30,0.833333333333,0.833333333333,0.917808219178,0.74866621496,1.209308581,0.0563640315551,0.815043349571,0.0155494397625,1,1,1,0
rho_0.300,Q1-015,S010,B,S010-B-007,S010-MED-01;S010-WAT-01;S010-FOD-01,3,25,0.067,925.403519709,300,90,240,1555.40351971,1.82321656412,0.544195858969,0.3,30,0.833333333333,0.833333333333,0.917808219178,0.651148772901,1.01417005969,0.104855063432,0.683524929429,0.0206665115722,1,1,1,0
rho_0.300,Q1-016,S011,B,S011-B-007,S011-MED-01;S011-WAT-01;S011-FOD-01,3,25,0.067,558.424762831,300,90,240,1188.42476283,1.07393668627,0.731515828432,0.3,30,0.833333333333,0.833333333333,0.917808219178,0.383548816526,0.595212368971,0.0570902831109,0.401158058857,0.0204759753335,1,1,1,0
rho_0.300,Q1-017,S012,B,S012-B-007,S012-MED-01;S012-WAT-01;S012-FOD-01,3,25,0.067,1292.82681425,300,90,240,1922.82681425,2.75259995448,0.311850011381,0.3,25.9803132047,0.833333333333,0.962267075191,0.917808219178,0.983071412313,1.56664221378,0.0972496179388,1.05587716614,0.032830956619,1,1,1,0
rho_0.300,Q1-018,S013,B,S013-B-007,S013-MED-01;S013-WAT-01;S013-FOD-01,3,25,0.067,880.511588782,300,90,240,1510.51158878,1.82482819123,0.543792952192,0.3,30,0.833333333333,0.833333333333,0.917808219178,0.651724354011,1.02791842487,0.0924419175829,0.692790979286,0.0116768694963,1,1,1,0
rho_0.300,Q1-019,S014,B,S014-B-007,S014-MED-01;S014-WAT-01;S014-FOD-01,3,25,0.067,1239.74767529,300,90,240,1869.74767529,2.14029097817,0.464927255459,0.3,30,0.833333333333,0.833333333333,0.917808219178,0.764389635059,1.14873675231,0.158080265437,0.774219471429,0.0592544889943,1,1,1,0
rho_0.300,Q1-020,S015,B,S015-B-007,S015-MED-01;S015-WAT-01;S015-FOD-01,3,25,0.067,1198.32756016,300,90,240,1828.32756016,2.30752850568,0.423117873579,0.3,30,0.833333333333,0.833333333333,0.917808219178,0.824117323459,1.27384289393,0.151219651492,0.858537841714,0.023928118547,1,1,1,0
rho_0.325,Q1-001,S001,C,S001-C-100,S001-WAT-01;S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-HYG-01,6,76,0.17,618.175045922,300,180,396,1494.17504592,2.91758809603,0.635301487996,0.325,80,0.95,0.95,0.68,0.540294091857,1.87409925967,0.0802371984274,0.939699571692,0.0235520662372,0,5,0,1
rho_0.325,Q1-002,S001,C,S001-C-223,S001-MED-01;S001-MED-02;S001-WAT-06;S001-WAT-07;S001-WAT-08;S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-02,9,78,0.224,618.175045922,300,270,504,1692.17504592,2.99577580536,0.62552802433,0.325,80,0.975,0.975,0.896,0.554773297289,1.95118707595,0.0813370914833,0.939699571692,0.0235520662372,2,3,3,1
rho_0.325,Q1-003,S002,C,S002-C-018,S002-WAT-01;S002-WAT-02;S002-WAT-03,3,42,0.081,1231.84216605,300,90,288,1909.84216605,5.24877105836,0.343903617705,0.325,47.1675662737,0.525,0.890442380602,0.324,0.971994640438,2.86790503669,0.0767368510321,2.28047194277,0.0236572278727,0,3,0,0
rho_0.325,Q1-004,S002,C,S002-C-041,S002-MED-01;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,5,39,0.13,1231.84216605,300,150,360,2041.84216605,5.17104323159,0.353619596051,0.325,47.1675662737,0.4875,0.826839353416,0.52,0.957600598442,2.79223449815,0.0746795628007,2.28047194277,0.0236572278727,1,1,2,1
rho_0.325,Q1-005,S003,C,S003-C-018,S003-WAT-01;S003-WAT-02;S003-WAT-03,3,42,0.081,1560.17771116,300,90,288,2238.17771116,5.28861355939,0.338923305076,0.325,45.8316346029,0.525,0.916397601,0.324,0.979372881369,2.81074963293,0.183784842637,2.23502368246,0.0590554013614,0,3,0,0
rho_0.325,Q1-006,S003,C,S003-C-041,S003-MED-01;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,5,39,0.13,1560.17771116,300,150,360,2370.17771116,5.20952387582,0.348809515522,0.325,45.8316346029,0.4875,0.8509406295,0.52,0.964726643671,2.73658715694,0.17885763506,2.23502368246,0.0590554013614,1,1,2,1
rho_0.325,Q1-007,S004,C,S004-C-008,S004-WAT-01;S004-WAT-02,2,28,0.054,1425.05471881,300,60,252,2037.05471881,5.19051929359,0.351185088301,0.325,37.5690658025,0.35,0.745294017882,0.216,0.961207276591,2.67162158141,0.100207105477,2.37374819877,0.0449424079364,0,2,0,0
